spec,age_group,gamma1,se1,p1,gamma2,se2,p2,n_obs,n_emp_total,n_employers,estimator,fe,vcov,elapsed_s
STEP1_long_tenured_OLSp1,22-25,0.0078944013385098,0.0038543645416803,0.0405516903991292,-0.0377419761418351,0.004424450179782,1.5258190274884e-17,1678820,3101974,10692,OLS+1 (R fixest::feols via subprocess),employer x bin + employer x month,CRV1 by employer x bin,18.6
STEP1_long_tenured_OLSp1,26-30,0.0022237049311126,0.0024950048464972,0.372791000179399,-0.0001114431601098,0.0030015631948323,0.970382744847625,4237090,12918951,27028,OLS+1 (R fixest::feols via subprocess),employer x bin + employer x month,CRV1 by employer x bin,32.0
STEP1_long_tenured_OLSp1,31-34,-0.0007223116389764,0.0024511604941806,0.768237978016188,0.014569337812862,0.0030627288208048,1.96858993188487e-06,4327785,14200259,28333,OLS+1 (R fixest::feols via subprocess),employer x bin + employer x month,CRV1 by employer x bin,30.6
STEP1_long_tenured_OLSp1,35-40,0.0004809751238618,0.0020616166960003,0.815528946209643,0.0027805378466264,0.0026074078617777,0.286245715199067,5608625,22188086,37116,OLS+1 (R fixest::feols via subprocess),employer x bin + employer x month,CRV1 by employer x bin,45.4
STEP1_long_tenured_OLSp1,41-49,0.0009334993090645,0.0016320935389259,0.56734704097612,0.0018414752272236,0.0021195266374897,0.38495014004691,7774690,35889620,51656,OLS+1 (R fixest::feols via subprocess),employer x bin + employer x month,CRV1 by employer x bin,61.2
STEP1_long_tenured_OLSp1,50+,0.0019202200896199,0.0011461657189399,0.0938684166611078,0.0074630573073673,0.0015011871837906,6.65060652792068e-07,12675905,74148853,82825,OLS+1 (R fixest::feols via subprocess),employer x bin + employer x month,CRV1 by employer x bin,88.1
