"term","rb_x_high_x_young","q1_x_high_x_young","q2_x_high_x_young","q3_x_high_x_young","interim_x_high_x_young","post_x_high_x_young"
"rb_x_high_x_young",5.61732140440914e-05,2.18381446590109e-06,-1.66264808909136e-05,-1.66864295804587e-05,1.588829261619e-05,2.99435471637246e-05
"q1_x_high_x_young",2.18381446590109e-06,0.000130593666861332,5.7145097034557e-05,-4.18720386538005e-05,7.04336004909968e-06,2.36995244933375e-05
"q2_x_high_x_young",-1.66264808909136e-05,5.7145097034557e-05,8.36295699248513e-05,4.24781335169269e-05,-3.49404167570049e-06,-2.83841820422748e-06
"q3_x_high_x_young",-1.66864295804587e-05,-4.18720386538005e-05,4.24781335169269e-05,0.000139987836507778,-1.86236791710339e-05,-3.82523054671397e-05
"interim_x_high_x_young",1.588829261619e-05,7.04336004909968e-06,-3.49404167570049e-06,-1.86236791710339e-05,9.32697293961448e-05,0.000114204386971431
"post_x_high_x_young",2.99435471637246e-05,2.36995244933375e-05,-2.83841820422748e-06,-3.82523054671397e-05,0.000114204386971431,0.000240129523036482
