"term","rb_x_highedu_x_young","q1_x_highedu_x_young","q2_x_highedu_x_young","q3_x_highedu_x_young","interim_x_highedu_x_young","post_x_highedu_x_young"
"rb_x_highedu_x_young",6.41391915182584e-05,-7.25659508576282e-06,-2.90301028339702e-05,-4.54709981477572e-05,4.46172393515676e-06,2.40140610506773e-05
"q1_x_highedu_x_young",-7.25659508576282e-06,0.000178850026708731,8.26664100285226e-05,6.11405551218894e-06,7.89020778056095e-06,2.01458099732239e-05
"q2_x_highedu_x_young",-2.90301028339702e-05,8.26664100285226e-05,0.000142912586719882,0.000171116873995386,3.40452626012782e-05,5.14600274923363e-05
"q3_x_highedu_x_young",-4.54709981477572e-05,6.11405551218894e-06,0.000171116873995386,0.000381860967480772,4.2372793517544e-05,5.87535999313614e-05
"interim_x_highedu_x_young",4.46172393515676e-06,7.89020778056095e-06,3.40452626012782e-05,4.2372793517544e-05,0.000104704786252475,0.000161276978666505
"post_x_highedu_x_young",2.40140610506773e-05,2.01458099732239e-05,5.14600274923363e-05,5.87535999313614e-05,0.000161276978666505,0.000354256348200608
