age_group,expband,q_t,q_t1,same_code,enters_mgr,n,year
41-49,na,4,1,0,0,70.0,2021
41-49,na,4,2,0,0,161.0,2021
41-49,na,4,2,0,1,7.0,2021
41-49,na,4,3,0,0,288.0,2021
41-49,na,4,3,0,1,93.0,2021
41-49,na,4,4,0,0,910.0,2021
41-49,na,4,4,0,1,88.0,2021
41-49,na,4,4,1,0,7992.0,2021
50+,0-2,0,4,0,0,,2021
50+,0-2,1,1,0,0,36.0,2021
50+,0-2,1,1,1,0,756.0,2021
50+,0-2,1,2,0,0,90.0,2021
50+,0-2,1,2,0,1,,2021
50+,0-2,1,3,0,0,27.0,2021
50+,0-2,1,3,0,1,,2021
50+,0-2,1,4,0,0,19.0,2021
50+,0-2,2,1,0,0,63.0,2021
50+,0-2,2,2,0,0,237.0,2021
50+,0-2,2,2,1,0,2700.0,2021
50+,0-2,2,3,0,0,131.0,2021
50+,0-2,2,3,0,1,25.0,2021
50+,0-2,2,4,0,0,104.0,2021
50+,0-2,2,4,0,1,,2021
50+,0-2,3,1,0,0,9.0,2021
50+,0-2,3,2,0,0,96.0,2021
50+,0-2,3,3,0,0,141.0,2021
50+,0-2,3,3,0,1,33.0,2021
50+,0-2,3,3,1,0,2929.0,2021
50+,0-2,3,4,0,0,175.0,2021
50+,0-2,3,4,0,1,5.0,2021
50+,0-2,4,1,0,0,9.0,2021
50+,0-2,4,2,0,0,46.0,2021
50+,0-2,4,2,0,1,,2021
50+,0-2,4,3,0,0,175.0,2021
50+,0-2,4,3,0,1,25.0,2021
50+,0-2,4,4,0,0,229.0,2021
50+,0-2,4,4,0,1,19.0,2021
50+,0-2,4,4,1,0,3024.0,2021
50+,11-20,0,3,0,0,,2021
50+,11-20,0,4,0,0,,2021
50+,11-20,1,1,0,0,268.0,2021
50+,11-20,1,1,1,0,6417.0,2021
50+,11-20,1,2,0,0,248.0,2021
50+,11-20,1,2,0,1,,2021
50+,11-20,1,3,0,0,101.0,2021
50+,11-20,1,3,0,1,9.0,2021
50+,11-20,1,4,0,0,85.0,2021
50+,11-20,1,4,0,1,,2021
50+,11-20,2,1,0,0,275.0,2021
50+,11-20,2,1,0,1,,2021
50+,11-20,2,2,0,0,1373.0,2021
50+,11-20,2,2,0,1,8.0,2021
50+,11-20,2,2,1,0,23973.0,2021
50+,11-20,2,3,0,0,426.0,2021
50+,11-20,2,3,0,1,174.0,2021
50+,11-20,2,4,0,0,369.0,2021
50+,11-20,2,4,0,1,13.0,2021
50+,11-20,3,1,0,0,77.0,2021
50+,11-20,3,2,0,0,549.0,2021
50+,11-20,3,2,0,1,6.0,2021
50+,11-20,3,3,0,0,1120.0,2021
50+,11-20,3,3,0,1,179.0,2021
50+,11-20,3,3,1,0,27879.0,2021
50+,11-20,3,4,0,0,1176.0,2021
50+,11-20,3,4,0,1,49.0,2021
50+,11-20,4,1,0,0,60.0,2021
50+,11-20,4,2,0,0,274.0,2021
50+,11-20,4,2,0,1,19.0,2021
50+,11-20,4,3,0,0,889.0,2021
50+,11-20,4,3,0,1,259.0,2021
50+,11-20,4,4,0,0,2120.0,2021
50+,11-20,4,4,0,1,229.0,2021
50+,11-20,4,4,1,0,36822.0,2021
50+,21+,0,0,1,0,40.0,2021
50+,21+,0,1,0,0,,2021
50+,21+,0,2,0,0,,2021
50+,21+,0,3,0,0,,2021
50+,21+,1,1,0,0,4610.0,2021
50+,21+,1,1,0,1,,2021
50+,21+,1,1,1,0,118908.0,2021
50+,21+,1,2,0,0,3028.0,2021
50+,21+,1,2,0,1,55.0,2021
50+,21+,1,3,0,0,880.0,2021
50+,21+,1,3,0,1,148.0,2021
50+,21+,1,4,0,0,647.0,2021
50+,21+,1,4,0,1,54.0,2021
50+,21+,2,0,0,1,,2021
50+,21+,2,1,0,0,3274.0,2021
50+,21+,2,1,0,1,11.0,2021
50+,21+,2,2,0,0,6667.0,2021
50+,21+,2,2,0,1,131.0,2021
50+,21+,2,2,1,0,168370.0,2021
50+,21+,2,3,0,0,2704.0,2021
50+,21+,2,3,0,1,558.0,2021
50+,21+,2,4,0,0,1674.0,2021
50+,21+,2,4,0,1,145.0,2021
50+,21+,3,1,0,0,842.0,2021
50+,21+,3,1,0,1,,2021
50+,21+,3,2,0,0,2739.0,2021
50+,21+,3,2,0,1,85.0,2021
50+,21+,3,3,0,0,4456.0,2021
50+,21+,3,3,0,1,573.0,2021
50+,21+,3,3,1,0,122305.0,2021
50+,21+,3,4,0,0,5214.0,2021
50+,21+,3,4,0,1,347.0,2021
50+,21+,4,0,0,1,,2021
50+,21+,4,1,0,0,582.0,2021
50+,21+,4,1,0,1,,2021
50+,21+,4,2,0,0,1587.0,2021
50+,21+,4,2,0,1,89.0,2021
50+,21+,4,3,0,0,4065.0,2021
50+,21+,4,3,0,1,1276.0,2021
50+,21+,4,4,0,0,11996.0,2021
50+,21+,4,4,0,1,1220.0,2021
50+,21+,4,4,1,0,175833.0,2021
50+,3-5,1,1,0,0,43.0,2021
50+,3-5,1,1,1,0,977.0,2021
50+,3-5,1,2,0,0,49.0,2021
50+,3-5,1,3,0,0,24.0,2021
50+,3-5,1,3,0,1,,2021
50+,3-5,1,4,0,0,11.0,2021
50+,3-5,2,1,0,0,72.0,2021
50+,3-5,2,2,0,0,248.0,2021
50+,3-5,2,2,0,1,,2021
50+,3-5,2,2,1,0,3427.0,2021
50+,3-5,2,3,0,0,61.0,2021
50+,3-5,2,3,0,1,23.0,2021
50+,3-5,2,4,0,0,54.0,2021
50+,3-5,2,4,0,1,5.0,2021
50+,3-5,3,1,0,0,15.0,2021
50+,3-5,3,2,0,0,79.0,2021
50+,3-5,3,3,0,0,140.0,2021
50+,3-5,3,3,0,1,35.0,2021
50+,3-5,3,3,1,0,3680.0,2021
50+,3-5,3,4,0,0,161.0,2021
50+,3-5,3,4,0,1,,2021
50+,3-5,4,1,0,0,9.0,2021
50+,3-5,4,2,0,0,44.0,2021
50+,3-5,4,2,0,1,,2021
50+,3-5,4,3,0,0,145.0,2021
50+,3-5,4,3,0,1,25.0,2021
50+,3-5,4,4,0,0,220.0,2021
50+,3-5,4,4,0,1,17.0,2021
50+,3-5,4,4,1,0,3656.0,2021
50+,6-10,0,0,1,0,,2021
50+,6-10,1,1,0,0,83.0,2021
50+,6-10,1,1,1,0,2287.0,2021
50+,6-10,1,2,0,0,117.0,2021
50+,6-10,1,2,0,1,,2021
50+,6-10,1,3,0,0,40.0,2021
50+,6-10,1,3,0,1,,2021
50+,6-10,1,4,0,0,28.0,2021
50+,6-10,1,4,0,1,,2021
50+,6-10,2,1,0,0,88.0,2021
50+,6-10,2,2,0,0,519.0,2021
50+,6-10,2,2,0,1,,2021
50+,6-10,2,2,1,0,7852.0,2021
50+,6-10,2,3,0,0,151.0,2021
50+,6-10,2,3,0,1,54.0,2021
50+,6-10,2,4,0,0,114.0,2021
50+,6-10,2,4,0,1,6.0,2021
50+,6-10,3,1,0,0,30.0,2021
50+,6-10,3,2,0,0,166.0,2021
50+,6-10,3,2,0,1,,2021
50+,6-10,3,3,0,0,345.0,2021
50+,6-10,3,3,0,1,67.0,2021
50+,6-10,3,3,1,0,9369.0,2021
50+,6-10,3,4,0,0,356.0,2021
50+,6-10,3,4,0,1,14.0,2021
50+,6-10,4,1,0,0,16.0,2021
50+,6-10,4,2,0,0,107.0,2021
50+,6-10,4,2,0,1,,2021
50+,6-10,4,3,0,0,282.0,2021
50+,6-10,4,3,0,1,74.0,2021
50+,6-10,4,4,0,0,523.0,2021
50+,6-10,4,4,0,1,49.0,2021
50+,6-10,4,4,1,0,9485.0,2021
50+,na,0,0,1,0,,2021
50+,na,0,1,0,0,,2021
50+,na,0,2,0,0,,2021
50+,na,1,1,0,0,2861.0,2021
50+,na,1,1,1,0,76837.0,2021
50+,na,1,2,0,0,1887.0,2021
50+,na,1,2,0,1,18.0,2021
50+,na,1,3,0,0,343.0,2021
50+,na,1,3,0,1,43.0,2021
50+,na,1,4,0,0,269.0,2021
50+,na,1,4,0,1,12.0,2021
50+,na,2,1,0,0,1973.0,2021
50+,na,2,1,0,1,,2021
50+,na,2,2,0,0,3493.0,2021
50+,na,2,2,0,1,38.0,2021
50+,na,2,2,1,0,91611.0,2021
50+,na,2,3,0,0,794.0,2021
50+,na,2,3,0,1,125.0,2021
50+,na,2,4,0,0,525.0,2021
50+,na,2,4,0,1,31.0,2021
50+,na,3,1,0,0,368.0,2021
50+,na,3,2,0,0,735.0,2021
50+,na,3,2,0,1,17.0,2021
50+,na,3,3,0,0,1008.0,2021
50+,na,3,3,0,1,136.0,2021
50+,na,3,3,1,0,26382.0,2021
50+,na,3,4,0,0,862.0,2021
50+,na,3,4,0,1,60.0,2021
50+,na,4,1,0,0,189.0,2021
50+,na,4,2,0,0,407.0,2021
50+,na,4,2,0,1,19.0,2021
50+,na,4,3,0,0,649.0,2021
50+,na,4,3,0,1,124.0,2021
50+,na,4,4,0,0,1719.0,2021
50+,na,4,4,0,1,115.0,2021
50+,na,4,4,1,0,26524.0,2021
22-25,0-2,0,0,1,0,,2022
22-25,0-2,1,1,0,0,1012.0,2022
22-25,0-2,1,1,0,1,,2022
22-25,0-2,1,1,1,0,7334.0,2022
22-25,0-2,1,2,0,0,2144.0,2022
22-25,0-2,1,2,0,1,28.0,2022
22-25,0-2,1,3,0,0,569.0,2022
22-25,0-2,1,3,0,1,14.0,2022
22-25,0-2,1,4,0,0,641.0,2022
22-25,0-2,1,4,0,1,6.0,2022
22-25,0-2,2,1,0,0,1308.0,2022
22-25,0-2,2,2,0,0,3999.0,2022
22-25,0-2,2,2,0,1,,2022
22-25,0-2,2,2,1,0,22502.0,2022
22-25,0-2,2,3,0,0,1693.0,2022
22-25,0-2,2,3,0,1,61.0,2022
22-25,0-2,2,4,0,0,2156.0,2022
22-25,0-2,2,4,0,1,13.0,2022
22-25,0-2,3,1,0,0,188.0,2022
22-25,0-2,3,2,0,0,753.0,2022
22-25,0-2,3,2,0,1,,2022
22-25,0-2,3,3,0,0,942.0,2022
22-25,0-2,3,3,0,1,30.0,2022
22-25,0-2,3,3,1,0,7645.0,2022
22-25,0-2,3,4,0,0,1519.0,2022
22-25,0-2,3,4,0,1,14.0,2022
22-25,0-2,4,1,0,0,161.0,2022
22-25,0-2,4,2,0,0,537.0,2022
22-25,0-2,4,2,0,1,,2022
22-25,0-2,4,3,0,0,891.0,2022
22-25,0-2,4,3,0,1,51.0,2022
22-25,0-2,4,4,0,0,3022.0,2022
22-25,0-2,4,4,0,1,45.0,2022
22-25,0-2,4,4,1,0,12796.0,2022
22-25,11-20,1,1,1,0,8.0,2022
22-25,11-20,2,2,0,0,,2022
22-25,11-20,2,2,1,0,12.0,2022
22-25,11-20,4,4,1,0,,2022
22-25,3-5,0,0,1,0,,2022
22-25,3-5,1,1,0,0,2038.0,2022
22-25,3-5,1,1,1,0,15966.0,2022
22-25,3-5,1,2,0,0,1891.0,2022
22-25,3-5,1,2,0,1,55.0,2022
22-25,3-5,1,3,0,0,346.0,2022
22-25,3-5,1,3,0,1,20.0,2022
22-25,3-5,1,4,0,0,294.0,2022
22-25,3-5,1,4,0,1,,2022
22-25,3-5,2,1,0,0,1676.0,2022
22-25,3-5,2,2,0,0,3184.0,2022
22-25,3-5,2,2,0,1,20.0,2022
22-25,3-5,2,2,1,0,26361.0,2022
22-25,3-5,2,3,0,0,780.0,2022
22-25,3-5,2,3,0,1,34.0,2022
22-25,3-5,2,4,0,0,697.0,2022
22-25,3-5,2,4,0,1,16.0,2022
22-25,3-5,3,1,0,0,236.0,2022
22-25,3-5,3,2,0,0,586.0,2022
22-25,3-5,3,2,0,1,10.0,2022
22-25,3-5,3,3,0,0,336.0,2022
22-25,3-5,3,3,0,1,30.0,2022
22-25,3-5,3,3,1,0,4273.0,2022
22-25,3-5,3,4,0,0,460.0,2022
22-25,3-5,3,4,0,1,13.0,2022
22-25,3-5,4,1,0,0,149.0,2022
22-25,3-5,4,2,0,0,351.0,2022
22-25,3-5,4,2,0,1,,2022
22-25,3-5,4,3,0,0,394.0,2022
22-25,3-5,4,3,0,1,23.0,2022
22-25,3-5,4,4,0,0,658.0,2022
22-25,3-5,4,4,0,1,14.0,2022
22-25,3-5,4,4,1,0,4342.0,2022
22-25,6-10,1,1,0,0,725.0,2022
22-25,6-10,1,1,1,0,5872.0,2022
22-25,6-10,1,2,0,0,658.0,2022
22-25,6-10,1,2,0,1,25.0,2022
22-25,6-10,1,3,0,0,138.0,2022
22-25,6-10,1,3,0,1,5.0,2022
22-25,6-10,1,4,0,0,90.0,2022
22-25,6-10,1,4,0,1,,2022
22-25,6-10,2,1,0,0,524.0,2022
22-25,6-10,2,2,0,0,1042.0,2022
22-25,6-10,2,2,0,1,13.0,2022
22-25,6-10,2,2,1,0,9295.0,2022
22-25,6-10,2,3,0,0,231.0,2022
22-25,6-10,2,3,0,1,11.0,2022
22-25,6-10,2,4,0,0,196.0,2022
22-25,6-10,2,4,0,1,,2022
22-25,6-10,3,1,0,0,76.0,2022
22-25,6-10,3,2,0,0,179.0,2022
22-25,6-10,3,2,0,1,6.0,2022
22-25,6-10,3,3,0,0,122.0,2022
22-25,6-10,3,3,0,1,11.0,2022
22-25,6-10,3,3,1,0,1480.0,2022
22-25,6-10,3,4,0,0,126.0,2022
22-25,6-10,3,4,0,1,,2022
22-25,6-10,4,1,0,0,40.0,2022
22-25,6-10,4,2,0,0,99.0,2022
22-25,6-10,4,3,0,0,135.0,2022
22-25,6-10,4,3,0,1,19.0,2022
22-25,6-10,4,4,0,0,197.0,2022
22-25,6-10,4,4,0,1,5.0,2022
22-25,6-10,4,4,1,0,1391.0,2022
22-25,na,1,1,0,0,407.0,2022
22-25,na,1,1,1,0,2836.0,2022
22-25,na,1,2,0,0,434.0,2022
22-25,na,1,2,0,1,11.0,2022
22-25,na,1,3,0,0,24.0,2022
22-25,na,1,3,0,1,,2022
22-25,na,1,4,0,0,16.0,2022
22-25,na,2,1,0,0,345.0,2022
22-25,na,2,2,0,0,662.0,2022
22-25,na,2,2,0,1,,2022
22-25,na,2,2,1,0,4584.0,2022
22-25,na,2,3,0,0,55.0,2022
22-25,na,2,3,0,1,,2022
22-25,na,2,4,0,0,33.0,2022
22-25,na,3,1,0,0,25.0,2022
22-25,na,3,2,0,0,63.0,2022
22-25,na,3,3,0,0,19.0,2022
22-25,na,3,3,1,0,232.0,2022
22-25,na,3,4,0,0,31.0,2022
22-25,na,3,4,0,1,,2022
22-25,na,4,1,0,0,8.0,2022
22-25,na,4,2,0,0,21.0,2022
22-25,na,4,3,0,0,19.0,2022
22-25,na,4,4,0,0,82.0,2022
22-25,na,4,4,0,1,,2022
22-25,na,4,4,1,0,615.0,2022
26-30,0-2,0,0,1,0,,2022
26-30,0-2,1,1,0,0,556.0,2022
26-30,0-2,1,1,1,0,4849.0,2022
26-30,0-2,1,2,0,0,1193.0,2022
26-30,0-2,1,2,0,1,20.0,2022
26-30,0-2,1,3,0,0,418.0,2022
26-30,0-2,1,3,0,1,22.0,2022
26-30,0-2,1,4,0,0,474.0,2022
26-30,0-2,1,4,0,1,8.0,2022
26-30,0-2,2,1,0,0,630.0,2022
26-30,0-2,2,1,0,1,,2022
26-30,0-2,2,2,0,0,2647.0,2022
26-30,0-2,2,2,0,1,10.0,2022
26-30,0-2,2,2,1,0,19331.0,2022
26-30,0-2,2,3,0,0,1441.0,2022
26-30,0-2,2,3,0,1,99.0,2022
26-30,0-2,2,4,0,0,1609.0,2022
26-30,0-2,2,4,0,1,18.0,2022
26-30,0-2,3,1,0,0,136.0,2022
26-30,0-2,3,2,0,0,724.0,2022
26-30,0-2,3,2,0,1,5.0,2022
26-30,0-2,3,3,0,0,2347.0,2022
26-30,0-2,3,3,0,1,67.0,2022
26-30,0-2,3,3,1,0,14664.0,2022
26-30,0-2,3,4,0,0,1959.0,2022
26-30,0-2,3,4,0,1,42.0,2022
26-30,0-2,4,0,0,1,,2022
26-30,0-2,4,1,0,0,119.0,2022
26-30,0-2,4,2,0,0,518.0,2022
26-30,0-2,4,2,0,1,11.0,2022
26-30,0-2,4,3,0,0,1374.0,2022
26-30,0-2,4,3,0,1,122.0,2022
26-30,0-2,4,4,0,0,4581.0,2022
26-30,0-2,4,4,0,1,112.0,2022
26-30,0-2,4,4,1,0,27558.0,2022
26-30,11-20,0,0,1,0,,2022
26-30,11-20,1,1,0,0,688.0,2022
26-30,11-20,1,1,1,0,7573.0,2022
26-30,11-20,1,2,0,0,582.0,2022
26-30,11-20,1,2,0,1,14.0,2022
26-30,11-20,1,3,0,0,129.0,2022
26-30,11-20,1,3,0,1,17.0,2022
26-30,11-20,1,4,0,0,95.0,2022
26-30,11-20,1,4,0,1,6.0,2022
26-30,11-20,2,1,0,0,444.0,2022
26-30,11-20,2,2,0,0,895.0,2022
26-30,11-20,2,2,0,1,18.0,2022
26-30,11-20,2,2,1,0,10012.0,2022
26-30,11-20,2,3,0,0,249.0,2022
26-30,11-20,2,3,0,1,35.0,2022
26-30,11-20,2,4,0,0,213.0,2022
26-30,11-20,2,4,0,1,14.0,2022
26-30,11-20,3,1,0,0,63.0,2022
26-30,11-20,3,2,0,0,171.0,2022
26-30,11-20,3,2,0,1,6.0,2022
26-30,11-20,3,3,0,0,138.0,2022
26-30,11-20,3,3,0,1,18.0,2022
26-30,11-20,3,3,1,0,2324.0,2022
26-30,11-20,3,4,0,0,157.0,2022
26-30,11-20,3,4,0,1,10.0,2022
26-30,11-20,4,1,0,0,39.0,2022
26-30,11-20,4,2,0,0,77.0,2022
26-30,11-20,4,2,0,1,,2022
26-30,11-20,4,3,0,0,146.0,2022
26-30,11-20,4,3,0,1,21.0,2022
26-30,11-20,4,4,0,0,311.0,2022
26-30,11-20,4,4,0,1,16.0,2022
26-30,11-20,4,4,1,0,2339.0,2022
26-30,3-5,0,0,1,0,,2022
26-30,3-5,1,1,0,0,356.0,2022
26-30,3-5,1,1,1,0,3917.0,2022
26-30,3-5,1,2,0,0,438.0,2022
26-30,3-5,1,2,0,1,18.0,2022
26-30,3-5,1,3,0,0,133.0,2022
26-30,3-5,1,3,0,1,7.0,2022
26-30,3-5,1,4,0,0,102.0,2022
26-30,3-5,1,4,0,1,6.0,2022
26-30,3-5,2,1,0,0,321.0,2022
26-30,3-5,2,1,0,1,5.0,2022
26-30,3-5,2,2,0,0,1442.0,2022
26-30,3-5,2,2,0,1,14.0,2022
26-30,3-5,2,2,1,0,13513.0,2022
26-30,3-5,2,3,0,0,465.0,2022
26-30,3-5,2,3,0,1,119.0,2022
26-30,3-5,2,4,0,0,519.0,2022
26-30,3-5,2,4,0,1,22.0,2022
26-30,3-5,3,0,0,0,,2022
26-30,3-5,3,1,0,0,64.0,2022
26-30,3-5,3,2,0,0,368.0,2022
26-30,3-5,3,2,0,1,11.0,2022
26-30,3-5,3,3,0,0,884.0,2022
26-30,3-5,3,3,0,1,84.0,2022
26-30,3-5,3,3,1,0,13406.0,2022
26-30,3-5,3,4,0,0,1166.0,2022
26-30,3-5,3,4,0,1,43.0,2022
26-30,3-5,4,0,0,1,,2022
26-30,3-5,4,1,0,0,44.0,2022
26-30,3-5,4,1,0,1,,2022
26-30,3-5,4,2,0,0,277.0,2022
26-30,3-5,4,2,0,1,12.0,2022
26-30,3-5,4,3,0,0,766.0,2022
26-30,3-5,4,3,0,1,190.0,2022
26-30,3-5,4,4,0,0,3373.0,2022
26-30,3-5,4,4,0,1,152.0,2022
26-30,3-5,4,4,1,0,24616.0,2022
26-30,6-10,0,0,1,0,,2022
26-30,6-10,0,1,0,0,,2022
26-30,6-10,1,1,0,0,2611.0,2022
26-30,6-10,1,1,0,1,,2022
26-30,6-10,1,1,1,0,26694.0,2022
26-30,6-10,1,2,0,0,2163.0,2022
26-30,6-10,1,2,0,1,69.0,2022
26-30,6-10,1,3,0,0,545.0,2022
26-30,6-10,1,3,0,1,35.0,2022
26-30,6-10,1,4,0,0,381.0,2022
26-30,6-10,1,4,0,1,17.0,2022
26-30,6-10,2,1,0,0,1770.0,2022
26-30,6-10,2,1,0,1,,2022
26-30,6-10,2,2,0,0,3804.0,2022
26-30,6-10,2,2,0,1,91.0,2022
26-30,6-10,2,2,1,0,40763.0,2022
26-30,6-10,2,3,0,0,1089.0,2022
26-30,6-10,2,3,0,1,152.0,2022
26-30,6-10,2,4,0,0,964.0,2022
26-30,6-10,2,4,0,1,41.0,2022
26-30,6-10,3,0,0,0,,2022
26-30,6-10,3,1,0,0,283.0,2022
26-30,6-10,3,2,0,0,780.0,2022
26-30,6-10,3,2,0,1,40.0,2022
26-30,6-10,3,3,0,0,756.0,2022
26-30,6-10,3,3,0,1,102.0,2022
26-30,6-10,3,3,1,0,11295.0,2022
26-30,6-10,3,4,0,0,918.0,2022
26-30,6-10,3,4,0,1,64.0,2022
26-30,6-10,4,1,0,0,145.0,2022
26-30,6-10,4,1,0,1,,2022
26-30,6-10,4,2,0,0,414.0,2022
26-30,6-10,4,2,0,1,22.0,2022
26-30,6-10,4,3,0,0,686.0,2022
26-30,6-10,4,3,0,1,147.0,2022
26-30,6-10,4,4,0,0,1861.0,2022
26-30,6-10,4,4,0,1,118.0,2022
26-30,6-10,4,4,1,0,14417.0,2022
26-30,na,1,1,0,0,578.0,2022
26-30,na,1,1,1,0,5339.0,2022
26-30,na,1,2,0,0,500.0,2022
26-30,na,1,2,0,1,24.0,2022
26-30,na,1,3,0,0,57.0,2022
26-30,na,1,3,0,1,,2022
26-30,na,1,4,0,0,33.0,2022
26-30,na,2,1,0,0,413.0,2022
26-30,na,2,2,0,0,622.0,2022
26-30,na,2,2,0,1,,2022
26-30,na,2,2,1,0,6417.0,2022
26-30,na,2,3,0,0,99.0,2022
26-30,na,2,3,0,1,8.0,2022
26-30,na,2,4,0,0,77.0,2022
26-30,na,2,4,0,1,,2022
26-30,na,3,1,0,0,43.0,2022
26-30,na,3,2,0,0,80.0,2022
26-30,na,3,2,0,1,,2022
26-30,na,3,3,0,0,179.0,2022
26-30,na,3,3,0,1,5.0,2022
26-30,na,3,3,1,0,1234.0,2022
26-30,na,3,4,0,0,142.0,2022
26-30,na,3,4,0,1,,2022
26-30,na,4,1,0,0,16.0,2022
26-30,na,4,2,0,0,78.0,2022
26-30,na,4,2,0,1,,2022
26-30,na,4,3,0,0,110.0,2022
26-30,na,4,3,0,1,12.0,2022
26-30,na,4,4,0,0,523.0,2022
26-30,na,4,4,0,1,16.0,2022
26-30,na,4,4,1,0,3791.0,2022
31-34,0-2,0,0,1,0,,2022
31-34,0-2,1,1,0,0,249.0,2022
31-34,0-2,1,1,1,0,2763.0,2022
31-34,0-2,1,2,0,0,529.0,2022
31-34,0-2,1,2,0,1,5.0,2022
31-34,0-2,1,3,0,0,168.0,2022
31-34,0-2,1,3,0,1,8.0,2022
31-34,0-2,1,4,0,0,158.0,2022
31-34,0-2,1,4,0,1,,2022
31-34,0-2,2,1,0,0,323.0,2022
31-34,0-2,2,1,0,1,,2022
31-34,0-2,2,2,0,0,1444.0,2022
31-34,0-2,2,2,0,1,6.0,2022
31-34,0-2,2,2,1,0,10680.0,2022
31-34,0-2,2,3,0,0,647.0,2022
31-34,0-2,2,3,0,1,77.0,2022
31-34,0-2,2,4,0,0,575.0,2022
31-34,0-2,2,4,0,1,6.0,2022
31-34,0-2,3,1,0,0,65.0,2022
31-34,0-2,3,2,0,0,321.0,2022
31-34,0-2,3,2,0,1,,2022
31-34,0-2,3,3,0,0,713.0,2022
31-34,0-2,3,3,0,1,39.0,2022
31-34,0-2,3,3,1,0,6713.0,2022
31-34,0-2,3,4,0,0,729.0,2022
31-34,0-2,3,4,0,1,16.0,2022
31-34,0-2,4,0,0,1,,2022
31-34,0-2,4,1,0,0,37.0,2022
31-34,0-2,4,1,0,1,,2022
31-34,0-2,4,2,0,0,209.0,2022
31-34,0-2,4,2,0,1,,2022
31-34,0-2,4,3,0,0,513.0,2022
31-34,0-2,4,3,0,1,58.0,2022
31-34,0-2,4,4,0,0,1397.0,2022
31-34,0-2,4,4,0,1,47.0,2022
31-34,0-2,4,4,1,0,10156.0,2022
31-34,11-20,0,0,1,0,,2022
31-34,11-20,0,3,0,0,,2022
31-34,11-20,0,4,0,0,,2022
31-34,11-20,1,0,0,0,,2022
31-34,11-20,1,1,0,0,2243.0,2022
31-34,11-20,1,1,0,1,,2022
31-34,11-20,1,1,1,0,27657.0,2022
31-34,11-20,1,2,0,0,1807.0,2022
31-34,11-20,1,2,0,1,69.0,2022
31-34,11-20,1,3,0,0,516.0,2022
31-34,11-20,1,3,0,1,85.0,2022
31-34,11-20,1,4,0,0,366.0,2022
31-34,11-20,1,4,0,1,20.0,2022
31-34,11-20,2,1,0,0,1501.0,2022
31-34,11-20,2,2,0,0,3140.0,2022
31-34,11-20,2,2,0,1,87.0,2022
31-34,11-20,2,2,1,0,39327.0,2022
31-34,11-20,2,3,0,0,912.0,2022
31-34,11-20,2,3,0,1,210.0,2022
31-34,11-20,2,4,0,0,881.0,2022
31-34,11-20,2,4,0,1,69.0,2022
31-34,11-20,3,1,0,0,237.0,2022
31-34,11-20,3,2,0,0,684.0,2022
31-34,11-20,3,2,0,1,47.0,2022
31-34,11-20,3,3,0,0,615.0,2022
31-34,11-20,3,3,0,1,116.0,2022
31-34,11-20,3,3,1,0,11262.0,2022
31-34,11-20,3,4,0,0,900.0,2022
31-34,11-20,3,4,0,1,71.0,2022
31-34,11-20,4,1,0,0,134.0,2022
31-34,11-20,4,1,0,1,,2022
31-34,11-20,4,2,0,0,403.0,2022
31-34,11-20,4,2,0,1,20.0,2022
31-34,11-20,4,3,0,0,645.0,2022
31-34,11-20,4,3,0,1,192.0,2022
31-34,11-20,4,4,0,0,1563.0,2022
31-34,11-20,4,4,0,1,106.0,2022
31-34,11-20,4,4,1,0,12902.0,2022
31-34,21+,1,1,0,0,,2022
31-34,21+,1,1,1,0,14.0,2022
31-34,21+,2,2,0,0,,2022
31-34,21+,2,2,1,0,21.0,2022
31-34,21+,3,3,0,0,,2022
31-34,21+,3,3,1,0,,2022
31-34,21+,3,4,0,1,,2022
31-34,21+,4,4,1,0,,2022
31-34,3-5,0,0,1,0,,2022
31-34,3-5,1,1,0,0,169.0,2022
31-34,3-5,1,1,1,0,2417.0,2022
31-34,3-5,1,2,0,0,244.0,2022
31-34,3-5,1,2,0,1,5.0,2022
31-34,3-5,1,3,0,0,84.0,2022
31-34,3-5,1,3,0,1,6.0,2022
31-34,3-5,1,4,0,0,69.0,2022
31-34,3-5,1,4,0,1,,2022
31-34,3-5,2,1,0,0,168.0,2022
31-34,3-5,2,1,0,1,,2022
31-34,3-5,2,2,0,0,773.0,2022
31-34,3-5,2,2,0,1,5.0,2022
31-34,3-5,2,2,1,0,8984.0,2022
31-34,3-5,2,3,0,0,248.0,2022
31-34,3-5,2,3,0,1,87.0,2022
31-34,3-5,2,4,0,0,319.0,2022
31-34,3-5,2,4,0,1,8.0,2022
31-34,3-5,3,0,0,0,,2022
31-34,3-5,3,1,0,0,47.0,2022
31-34,3-5,3,2,0,0,256.0,2022
31-34,3-5,3,2,0,1,12.0,2022
31-34,3-5,3,3,0,0,663.0,2022
31-34,3-5,3,3,0,1,66.0,2022
31-34,3-5,3,3,1,0,9159.0,2022
31-34,3-5,3,4,0,0,727.0,2022
31-34,3-5,3,4,0,1,29.0,2022
31-34,3-5,4,1,0,0,28.0,2022
31-34,3-5,4,1,0,1,,2022
31-34,3-5,4,2,0,0,175.0,2022
31-34,3-5,4,2,0,1,8.0,2022
31-34,3-5,4,3,0,0,507.0,2022
31-34,3-5,4,3,0,1,118.0,2022
31-34,3-5,4,4,0,0,1865.0,2022
31-34,3-5,4,4,0,1,80.0,2022
31-34,3-5,4,4,1,0,15537.0,2022
31-34,6-10,1,1,0,0,418.0,2022
