inr,expband,fresh,n,ws,wh
222k,21+,1,30.0,2102.6500220000003,23.0
222k,3-5,0,110.0,8518.570335999999,90.0
222k,3-5,1,120.0,8563.740301,84.0
222k,6-10,0,33.0,2875.650108,33.0
222k,6-10,1,108.0,8343.060239,82.0
222x,0-2,0,277.0,13074.2601726,56.0
222x,0-2,1,257.0,13875.1701485,75.0
222x,11-20,0,86.0,6914.570030000001,58.0
222x,11-20,1,346.0,25432.92006,211.0
222x,21+,0,158.0,11989.81015,116.0
222x,21+,1,266.0,19627.340051,179.0
222x,3-5,0,41.0,3395.230004,36.0
222x,3-5,1,132.0,9817.210064,93.0
222x,6-10,0,83.0,6134.220096999999,46.0
222x,6-10,1,163.0,11381.3499988,101.0
222x,na,0,119.0,4908.5100726,17.0
222x,na,1,207.0,9498.310052,39.0
223a,0-2,0,15.0,848.150025,5.0
223a,0-2,1,66.0,5199.820031,52.0
223a,11-20,0,39.0,3311.030026,33.0
223a,11-20,1,207.0,17829.620055,192.0
223a,21+,0,89.0,7290.0101270000005,59.0
223a,21+,1,142.0,11683.83008,117.0
223a,3-5,0,39.0,3057.889997,34.0
223a,3-5,1,174.0,14459.730161,150.0
223a,6-10,0,39.0,3073.010072,33.0
223a,6-10,1,142.0,11910.92009,124.0
223c,0-2,1,26.0,2246.660104,26.0
223c,11-20,0,23.0,1987.430092,23.0
223c,11-20,1,140.0,11123.770430000002,106.0
223c,3-5,1,33.0,2851.530132,33.0
223c,6-10,0,20.0,1728.20008,20.0
223c,6-10,1,104.0,8007.620303000001,76.0
223c,na,1,11.0,950.510044,11.0
223d,0-2,0,58.0,3221.140069,8.0
223d,0-2,1,126.0,8969.3001504,71.0
223d,11-20,0,117.0,9654.770088,85.0
223d,11-20,1,377.0,31684.880175000002,324.0
223d,21+,0,149.0,12680.710047999999,127.0
223d,21+,1,302.0,25412.640173,263.0
223d,3-5,0,51.0,3545.360044,27.0
223d,3-5,1,157.0,12883.260163,124.0
223d,6-10,0,52.0,4201.260002,40.0
223d,6-10,1,277.0,22441.220041,219.0
223x,0-2,0,114.0,4534.780074400001,12.0
223x,0-2,1,89.0,5329.0801175,42.0
223x,11-20,1,12.0,923.620012,5.0
223x,3-5,1,16.0,1405.470006,16.0
223x,6-10,1,20.0,1547.299995,15.0
225a,0-2,0,43.0,2982.4800155000003,27.0
225a,0-2,1,138.0,10741.000088,92.0
225a,11-20,0,130.0,10317.88014,93.0
225a,11-20,1,699.0,55821.610324,510.0
225a,21+,0,295.0,22325.980156,195.0
225a,21+,1,631.0,45425.4701728,392.0
225a,3-5,0,11.0,894.23001,6.0
225a,3-5,1,190.0,16311.010166,166.0
225a,6-10,0,64.0,4396.5600356,28.0
225a,6-10,1,378.0,31254.210303,285.0
225b,0-2,0,35.0,2031.7900315000002,14.0
225b,0-2,1,55.0,4613.810066,50.0
225b,11-20,0,94.0,8540.510102,83.0
225b,11-20,1,494.0,38943.020457,359.0
225b,21+,0,63.0,5794.880121,63.0
225b,21+,1,208.0,18364.380267,203.0
225b,3-5,0,19.0,1828.4100190000001,19.0
225b,3-5,1,97.0,8197.02008,76.0
225b,6-10,0,62.0,5705.32009,57.0
225b,6-10,1,187.0,15353.440182,135.0
225c,0-2,0,62.0,3248.1200698000002,21.0
225c,0-2,1,89.0,6647.310127,65.0
225c,11-20,0,42.0,3341.650076,37.0
225c,11-20,1,195.0,15721.210169,149.0
225c,21+,0,241.0,19401.120225,173.0
225c,21+,1,608.0,50179.530522,494.0
225c,3-5,0,42.0,3111.430049,29.0
225c,3-5,1,193.0,14683.050219,126.0
225c,6-10,0,71.0,4514.670064,30.0
225c,6-10,1,293.0,21133.470223,181.0
225x,0-2,0,388.0,15457.360172,48.0
225x,0-2,1,307.0,16334.260146499999,89.0
225x,11-20,0,188.0,12284.080141,94.0
225x,11-20,1,541.0,35763.9603137,271.0
225x,21+,0,24.0,1933.320027,15.0
225x,21+,1,121.0,9058.600068,89.0
225x,3-5,0,37.0,2094.7500156,17.0
225x,3-5,1,119.0,6912.580032,40.0
225x,6-10,0,21.0,1205.13001,6.0
225x,6-10,1,151.0,10013.530129,74.0
225x,na,0,15.0,89.73000329999999,0.0
225x,na,1,12.0,238.32000240000002,0.0
226z,0-2,0,120.0,5835.3500871999995,32.0
226z,0-2,1,117.0,8260.710124,68.0
226z,11-20,0,34.0,3042.9900399999997,28.0
226z,11-20,1,242.0,19566.169948,203.0
226z,21+,0,61.0,5411.300079,61.0
226z,21+,1,141.0,11902.150066,125.0
226z,3-5,0,10.0,330.999995,0.0
226z,3-5,1,120.0,10734.800108,120.0
226z,6-10,0,39.0,3635.870046,39.0
226z,6-10,1,131.0,11376.680035,118.0
229z,0-2,0,4206.0,202734.6315945,896.0
229z,0-2,1,4097.0,232871.5105573,1381.0
229z,11-20,0,3954.0,249696.9812322,1696.0
229z,11-20,1,6958.0,430650.1117267,3047.0
229z,21+,0,3684.0,254882.0712895,1934.0
229z,21+,1,4521.0,291313.471302,2174.0
229z,3-5,0,1288.0,72827.6405676,447.0
229z,3-5,1,2095.0,129413.6706727,878.0
229z,6-10,0,2032.0,124928.8109963,791.0
229z,6-10,1,3500.0,215654.9707426,1491.0
229z,na,0,1198.0,66371.4503835,391.0
229z,na,1,1744.0,91634.5802757,536.0
310a,21+,0,35.0,2945.9900209999996,24.0
310a,21+,1,116.0,9018.500014000001,62.0
310b,21+,0,2253.0,171128.2306022,1388.0
310b,21+,1,1409.0,98859.6102113,808.0
310b,na,0,133.0,10818.63005,93.0
310b,na,1,39.0,3683.590017,39.0
310x,0-2,0,1106.0,50321.1605663,199.0
310x,0-2,1,1065.0,55935.5704304,286.0
310x,11-20,0,219.0,17060.140141,134.0
310x,11-20,1,688.0,52466.890094,410.0
310x,21+,0,40.0,3377.270033,30.0
310x,21+,1,84.0,7058.280015,59.0
310x,3-5,0,36.0,2434.070053,18.0
310x,3-5,1,134.0,9397.270072,58.0
310x,6-10,0,54.0,4208.070061,26.0
310x,6-10,1,185.0,14648.460005,120.0
310x,na,0,76.0,2028.470008,5.0
310x,na,1,98.0,2809.1100312,0.0
311a,0-2,0,140.0,10076.409878,113.0
311a,0-2,1,1328.0,106891.738718,1301.0
311a,11-20,0,359.0,28940.01967,341.0
311a,11-20,1,1920.0,155110.408386,1822.0
311a,21+,0,764.0,59492.069554999995,660.0
311a,21+,1,1173.0,92525.379619,1069.0
311a,3-5,0,216.0,17654.799784,216.0
311a,3-5,1,1290.0,105058.408823,1284.0
311a,6-10,0,302.0,24766.479698,302.0
311a,6-10,1,1757.0,142802.60846699998,1716.0
311a,na,0,14.0,1200.739996,14.0
311a,na,1,10.0,812.0999899999999,10.0
311b,11-20,1,12.0,974.519988,12.0
311b,21+,0,71.0,5765.9099289999995,71.0
311b,21+,1,96.0,7541.859968999999,91.0
311b,3-5,1,20.0,1624.1999799999999,20.0
311b,6-10,1,17.0,1380.5699829999999,17.0
311b,na,0,148.0,11810.539868,142.0
311b,na,1,480.0,38980.79952,480.0
311c,0-2,0,59.0,4288.320004,41.0
311c,0-2,1,347.0,24658.120144,222.0
311c,11-20,0,388.0,27819.670207,253.0
311c,11-20,1,892.0,67620.07083299999,691.0
311c,21+,0,134.0,8843.810071,81.0
311c,21+,1,144.0,11083.720215000001,125.0
311c,3-5,0,124.0,9483.36014,102.0
311c,3-5,1,486.0,35517.420279,339.0
311c,6-10,0,170.0,12618.820119,126.0
311c,6-10,1,724.0,54406.320391,538.0
311c,na,0,186.0,13132.960168,114.0
311c,na,1,249.0,18472.100369,196.0
311x,0-2,0,2105.0,99453.1707254,417.0
311x,0-2,1,2469.0,139308.2302255,823.0
311x,11-20,0,1020.0,75605.3900444,600.0
311x,11-20,1,4117.0,296118.3888698,2285.0
311x,21+,0,373.0,27858.420082,230.0
311x,21+,1,755.0,53529.799921,468.0
311x,3-5,0,549.0,35967.2801476,253.0
311x,3-5,1,1977.0,134760.0597774,938.0
311x,6-10,0,794.0,55206.030122000004,386.0
311x,6-10,1,2978.0,205355.8995462,1421.0
311x,na,0,53.0,1920.3000116,12.0
311x,na,1,67.0,2405.2300066,5.0
312a,0-2,0,660.0,36764.9203377,200.0
312a,0-2,1,1550.0,98716.8801928,616.0
312a,11-20,0,787.0,56978.5701238,412.0
312a,11-20,1,3592.0,260011.6394309,1885.0
312a,21+,0,348.0,26047.8400615,221.0
312a,21+,1,734.0,54917.060033,465.0
312a,3-5,0,536.0,36949.4902602,221.0
312a,3-5,1,1983.0,140077.509889,974.0
312a,6-10,0,667.0,47471.6902134,329.0
312a,6-10,1,2788.0,201116.1895566,1448.0
312b,0-2,0,73.0,3959.5900530000004,14.0
312b,0-2,1,110.0,8247.81006,72.0
312b,11-20,0,150.0,12602.400113,123.0
312b,11-20,1,490.0,39915.920223,375.0
312b,21+,0,74.0,6655.630121,74.0
312b,21+,1,201.0,17156.340212,179.0
312b,3-5,0,46.0,3299.140041,25.0
312b,3-5,1,169.0,13121.240115,106.0
312b,6-10,0,64.0,4774.270073,40.0
312b,6-10,1,269.0,21269.330107,179.0
312c,0-2,0,264.0,13759.150193200001,67.0
312c,0-2,1,490.0,36905.6599711,299.0
312c,11-20,0,125.0,10395.430038,90.0
312c,11-20,1,837.0,70884.30977600001,639.0
312c,21+,0,42.0,3885.1200209999997,42.0
312c,21+,1,198.0,17133.22006,164.0
312c,3-5,0,146.0,10936.9701066,91.0
312c,3-5,1,550.0,44921.529931,383.0
312c,6-10,0,115.0,10286.550061,98.0
312c,6-10,1,766.0,64174.849900400004,564.0
312x,0-2,0,1337.0,55261.4806671,162.0
312x,0-2,1,1353.0,62135.6504398,257.0
312x,11-20,0,200.0,15218.990104,112.0
312x,11-20,1,772.0,55871.860052,391.0
312x,3-5,0,72.0,4172.1900775,15.0
312x,3-5,1,204.0,12578.3300444,77.0
312x,6-10,0,91.0,6876.070111,51.0
312x,6-10,1,299.0,19801.680072,118.0
312x,na,0,14.0,105.44000410000001,0.0
312x,na,1,15.0,476.949989,5.0
313z,0-2,0,2578.0,131244.2012054,671.0
313z,0-2,1,3249.0,212458.6513463,1476.0
313z,11-20,0,1206.0,97853.120597,837.0
313z,11-20,1,3999.0,325245.4405112,2852.0
313z,21+,0,850.0,66483.3202736,573.0
313z,21+,1,1605.0,127422.090295,1136.0
313z,3-5,0,1030.0,73242.3406322,540.0
313z,3-5,1,2605.0,210672.67089369998,1805.0
313z,6-10,0,1204.0,92486.83072119999,750.0
313z,6-10,1,3481.0,282809.8408807,2432.0
313z,na,0,74.0,4017.9400059,29.0
313z,na,1,64.0,3993.1800262,33.0
314a,0-2,0,640.0,47797.930234,430.0
314a,0-2,1,1103.0,96127.90029599999,995.0
314a,11-20,0,617.0,51993.1200245,477.0
314a,11-20,1,2124.0,183293.4599794,1781.0
314a,21+,0,346.0,29652.039968,269.0
314a,21+,1,965.0,81527.139975,757.0
314a,3-5,0,567.0,48638.4799006,476.0
314a,3-5,1,1188.0,105899.7201,1091.0
314a,6-10,0,611.0,53264.1998916,508.0
314a,6-10,1,1367.0,121622.990051,1222.0
314b,0-2,1,35.0,2999.020016,35.0
314b,11-20,0,17.0,1396.540007,12.0
314b,11-20,1,125.0,11291.550005000001,125.0
314b,21+,0,41.0,3618.090052,36.0
314b,21+,1,33.0,3035.130036,33.0
314b,3-5,1,65.0,5546.340003,65.0
314b,6-10,1,63.0,5513.879966,63.0
314x,0-2,0,451.0,22477.9602367,114.0
314x,0-2,1,477.0,30227.5702389,226.0
314x,11-20,1,59.0,5039.670032,52.0
314x,3-5,0,67.0,5156.549914,18.0
314x,3-5,1,76.0,6124.459984,56.0
314x,6-10,0,36.0,2898.849998,21.0
314x,6-10,1,88.0,7481.600049,69.0
314x,na,0,17.0,731.110004,7.0
319z,0-2,0,5710.0,273192.2323817,1146.0
319z,0-2,1,6193.0,335217.2320422,1798.0
319z,11-20,0,3693.0,247888.4004218,1651.0
319z,11-20,1,7589.0,504805.5204353,3553.0
319z,21+,0,3225.0,230082.9403221,1757.0
319z,21+,1,3590.0,243829.4704198,1832.0
319z,3-5,0,1296.0,79382.9604363,504.0
319z,3-5,1,2737.0,182113.3604046,1302.0
319z,6-10,0,2025.0,133048.8206705,900.0
319z,6-10,1,4204.0,279994.3904855,1972.0
319z,na,0,1473.0,78107.3102088,488.0
319z,na,1,2176.0,107706.3100198,605.0
320z,11-20,0,21.0,1653.0700259999999,16.0
320z,11-20,1,32.0,2656.040032,32.0
320z,21+,0,147.0,12555.460088,131.0
320z,21+,1,353.0,29984.130132,328.0
320z,na,0,20.0,698.3400056,6.0
320z,na,1,41.0,1540.1200078,8.0
321a,0-2,0,156.0,11878.4400326,109.0
321a,0-2,1,300.0,26128.01005,267.0
321a,11-20,0,329.0,28255.990098,298.0
321a,11-20,1,964.0,81451.570287,849.0
321a,21+,0,829.0,68414.020087,677.0
321a,21+,1,1346.0,113905.60027,1178.0
321a,3-5,0,221.0,18844.120066,194.0
321a,3-5,1,522.0,45198.910091,472.0
321a,6-10,0,391.0,33299.760155,351.0
321a,6-10,1,999.0,85108.13029300001,887.0
321a,na,0,88.0,7837.640022,83.0
321a,na,1,97.0,8517.970021,92.0
321b,0-2,0,859.0,54115.6606153,415.0
321b,0-2,1,1003.0,76188.2106408,715.0
321b,11-20,0,936.0,74916.0606853,720.0
321b,11-20,1,2564.0,204856.5811487,2034.0
321b,21+,0,205.0,17540.340116,180.0
321b,21+,1,659.0,54218.990318,553.0
321b,3-5,0,979.0,75533.080679,703.0
321b,3-5,1,1491.0,121098.6908247,1237.0
321b,6-10,0,1102.0,88104.8208217,855.0
321b,6-10,1,1972.0,158708.8511296,1581.0
321x,0-2,0,1685.0,80928.4010281,344.0
321x,0-2,1,1258.0,76472.2707099,532.0
321x,11-20,0,552.0,45425.74029,436.0
321x,11-20,1,1113.0,90917.020534,886.0
321x,21+,0,52.0,4740.480034,52.0
321x,21+,1,184.0,16096.630038,179.0
321x,3-5,0,254.0,19394.1002165,181.0
321x,3-5,1,403.0,31591.5901395,303.0
321x,6-10,0,383.0,29504.8503045,263.0
321x,6-10,1,685.0,53189.4602395,509.0
321x,na,0,11.0,488.0800006,5.0
322a,0-2,0,35.0,2655.0901,27.0
322a,0-2,1,375.0,30543.44137,362.0
322a,11-20,0,128.0,10491.360354,114.0
322a,11-20,1,1687.0,136440.5852042,1618.0
322a,21+,0,967.0,77128.88277,875.0
322a,21+,1,1604.0,125854.91458920001,1458.0
322a,3-5,0,34.0,2424.440118,29.0
322a,3-5,1,536.0,44409.771905,531.0
322a,6-10,0,39.0,3194.490156,39.0
322a,6-10,1,936.0,76916.553122,918.0
322b,0-2,1,32.0,2705.540107,32.0
322b,11-20,1,31.0,2590.3301,31.0
322b,21+,0,22.0,1802.020088,22.0
322b,3-5,1,24.0,1965.840096,24.0
322b,6-10,0,16.0,1310.560064,16.0
322b,6-10,1,65.0,5409.330198,59.0
322x,0-2,0,33.0,1720.000027,7.0
322x,0-2,1,132.0,9179.700263,76.0
322x,11-20,1,68.0,5540.710185,61.0
322x,21+,0,95.0,8217.140068,74.0
322x,21+,1,194.0,15637.120148,162.0
322x,3-5,0,10.0,686.7500150000001,5.0
322x,3-5,1,27.0,2211.570108,27.0
322x,6-10,1,54.0,3593.200138,37.0
329z,0-2,0,661.0,36215.130504,230.0
329z,0-2,1,581.0,37259.8704612,296.0
329z,11-20,0,513.0,41628.450399,368.0
329z,11-20,1,1096.0,87944.85067,871.0
329z,21+,0,124.0,9943.620079,89.0
329z,21+,1,257.0,21285.030168,215.0
329z,3-5,0,160.0,13186.420141,128.0
329z,3-5,1,246.0,20543.870207,219.0
329z,6-10,0,336.0,27676.810250000002,271.0
329z,6-10,1,571.0,47356.850487,476.0
340a,0-2,0,3749.0,259995.1913019,2145.0
340a,0-2,1,7264.0,606823.6002564001,5996.0
340a,11-20,0,13433.0,1028741.2592061,8874.0
340a,11-20,1,27735.0,2181273.79018585,19977.0
340a,21+,0,20645.0,1612196.11882546,13788.0
340a,21+,1,28021.0,2201768.9573537,19958.0
340a,3-5,0,5019.0,400672.7401366,3623.0
340a,3-5,1,9910.0,832737.1307196,8095.0
340a,6-10,0,8647.0,671433.6102868,5918.0
340a,6-10,1,15675.0,1262803.6413783,11758.0
340a,na,0,1154.0,84290.4400677,706.0
340a,na,1,1091.0,74495.5399542,646.0
340b,11-20,0,274.0,23588.819887,210.0
340b,11-20,1,312.0,25897.1399276,232.0
340b,21+,0,28.0,2345.389971,18.0
340b,21+,1,12.0,1146.119976,12.0
340b,6-10,0,44.0,4018.349965,44.0
340b,6-10,1,40.0,2945.929958,27.0
340c,11-20,1,10.0,481.1000055,5.0
340c,21+,0,22.0,1647.940014,6.0
340c,21+,1,58.0,4990.80005,48.0
340d,11-20,0,43.0,2047.7000303,16.0
340d,11-20,1,106.0,6699.9900356,52.0
340d,3-5,1,23.0,1049.5900126000001,6.0
340d,6-10,0,46.0,2274.9200286,18.0
340d,6-10,1,105.0,6147.2100509,53.0
340e,11-20,0,11.0,602.9700019999999,6.0
340e,11-20,1,20.0,792.01,0.0
340e,21+,0,26.0,2377.2599689999997,26.0
340e,21+,1,25.0,2344.289971,25.0
340e,6-10,0,12.0,612.7800024,6.0
340e,6-10,1,26.0,1101.4800023999999,5.0
340f,11-20,1,10.0,933.8000099999999,10.0
340f,21+,1,22.0,1974.700005,17.0
340g,11-20,0,1077.0,45303.2602011,231.0
340g,11-20,1,1731.0,74735.1100813,357.0
340g,21+,0,758.0,28958.1600945,130.0
340g,21+,1,1389.0,49361.280005,160.0
340g,3-5,0,19.0,728.9700100000001,7.0
340g,3-5,1,36.0,1302.1400213000002,5.0
340g,6-10,0,243.0,9265.7100923,35.0
340g,6-10,1,398.0,20640.2001059,124.0
340g,na,0,116.0,2971.5200099999997,7.0
340g,na,1,237.0,5965.909972,0.0
340x,0-2,0,8389.0,424517.1044189,2217.0
340x,0-2,1,7970.0,506871.1146878,3978.0
340x,11-20,0,3867.0,300905.0401002,2405.0
340x,11-20,1,7035.0,554407.4113878,4880.0
340x,21+,0,1341.0,105250.9599495,882.0
340x,21+,1,2174.0,173365.45042,1592.0
340x,3-5,0,1289.0,95580.0404208,770.0
340x,3-5,1,2129.0,168594.9906914,1533.0
340x,6-10,0,2071.0,157695.1804183,1258.0
340x,6-10,1,3311.0,258822.1707749,2236.0
340x,na,0,1724.0,77136.9403598,433.0
340x,na,1,2180.0,109452.3401572,701.0
341z,0-2,0,1538.0,85703.6011345,355.0
341z,0-2,1,1685.0,114623.65075090001,883.0
341z,11-20,0,1149.0,82450.6501405,415.0
341z,11-20,1,1645.0,117447.6905308,800.0
341z,21+,0,160.0,11263.600039,47.0
341z,21+,1,109.0,7033.940085,32.0
341z,3-5,0,1346.0,93957.9009048,514.0
341z,3-5,1,1776.0,130578.250683,1040.0
341z,6-10,0,2415.0,172796.3111659,946.0
341z,6-10,1,3060.0,217889.6012455,1529.0
341z,na,0,383.0,23653.6301606,156.0
341z,na,1,212.0,10794.1000732,67.0
342z,0-2,0,450.0,26011.480373100003,162.0
342z,0-2,1,427.0,30559.6103759,263.0
342z,11-20,0,804.0,62156.61062,459.0
342z,11-20,1,1094.0,84178.970581,658.0
342z,21+,0,3948.0,295219.3418514,2113.0
342z,21+,1,3676.0,278091.4314058,2233.0
342z,3-5,0,337.0,24654.420286,195.0
342z,3-5,1,334.0,24195.8802877,193.0
342z,6-10,0,455.0,33265.670339000004,254.0
342z,6-10,1,515.0,37698.840248,287.0
342z,na,0,314.0,18656.0501877,136.0
342z,na,1,302.0,16496.960107400002,110.0
343z,0-2,1,113.0,9368.819978,108.0
343z,11-20,0,37.0,3106.9899720000003,31.0
343z,11-20,1,243.0,19972.789878,209.0
343z,21+,0,127.0,10297.669919,101.0
343z,21+,1,128.0,10083.409839,103.0
343z,3-5,0,49.0,4119.869949,49.0
343z,3-5,1,155.0,12710.070074,155.0
343z,6-10,0,107.0,8381.6099414,94.0
343z,6-10,1,335.0,27021.19001,286.0
343z,na,0,103.0,3408.020037,12.0
343z,na,1,106.0,3868.9400342,17.0
344z,0-2,0,703.0,47624.7100424,416.0
344z,0-2,1,830.0,70211.7397933,736.0
344z,11-20,0,592.0,51984.7296424,568.0
344z,11-20,1,677.0,56740.2997256,588.0
344z,21+,0,652.0,54929.149745,540.0
344z,21+,1,879.0,69440.769862,663.0
344z,3-5,0,630.0,55762.749736,604.0
344z,3-5,1,772.0,68509.729794,726.0
344z,6-10,0,1099.0,95718.3694031,1031.0
344z,6-10,1,1288.0,110043.1296016,1137.0
344z,na,0,149.0,8838.6900291,79.0
344z,na,1,141.0,8757.3600223,76.0
345a,0-2,0,157.0,11760.190133,103.0
345a,0-2,1,343.0,26856.300156,230.0
345a,11-20,0,349.0,24718.5002057,166.0
345a,11-20,1,906.0,64619.540199,441.0
345a,3-5,0,169.0,13414.71009,125.0
345a,3-5,1,352.0,27836.630127,243.0
345a,6-10,0,367.0,24110.380237,142.0
345a,6-10,1,837.0,58064.660362,395.0
345b,0-2,1,63.0,4912.5700050000005,25.0
345b,11-20,0,124.0,10453.6400214,101.0
345b,11-20,1,713.0,58917.5898634,533.0
345b,21+,0,3271.0,254574.4103207,2169.0
345b,21+,1,3986.0,313730.6097351,2732.0
345b,3-5,1,65.0,5793.970007,53.0
345b,6-10,1,90.0,7374.749981000001,67.0
345b,na,0,145.0,11445.710031,110.0
345b,na,1,101.0,7178.890028,62.0
345c,0-2,0,399.0,26731.029744,227.0
345c,0-2,1,1149.0,99556.47778199999,1017.0
345c,11-20,0,81.0,7049.479856,75.0
345c,11-20,1,227.0,19718.299641,207.0
345c,21+,0,1003.0,76415.529993,656.0
345c,21+,1,1980.0,151933.0094526,1481.0
345c,3-5,0,305.0,26716.439558000002,275.0
345c,3-5,1,1089.0,94026.358299,978.0
345c,6-10,0,317.0,27635.529572,305.0
345c,6-10,1,1315.0,110697.778497,1112.0
345c,na,0,47.0,3837.2899770000004,41.0
345c,na,1,33.0,2623.1000169999998,28.0
345x,0-2,0,1858.0,94165.6408143,451.0
345x,0-2,1,2146.0,123795.8906243,759.0
345x,11-20,0,771.0,59737.300278,507.0
345x,11-20,1,1804.0,135531.600069,1114.0
345x,21+,0,216.0,17129.079982,139.0
345x,21+,1,432.0,35010.79986,338.0
345x,3-5,0,194.0,14349.430093500001,131.0
345x,3-5,1,430.0,32361.960089,292.0
345x,6-10,0,392.0,29487.750146000002,247.0
345x,6-10,1,800.0,60631.949988,515.0
345x,na,0,57.0,1982.6899909,15.0
345x,na,1,78.0,2522.0600164,5.0
346a,0-2,0,120.0,8304.880016,87.0
346a,0-2,1,2041.0,162765.899982,2003.0
346a,11-20,0,72.0,5989.86,72.0
346a,11-20,1,808.0,65317.840082,743.0
346a,21+,0,273.0,22042.850014,258.0
346a,21+,1,378.0,30133.689995,339.0
346a,3-5,0,117.0,9478.08,117.0
346a,3-5,1,1538.0,123970.680055,1500.0
346a,6-10,0,107.0,8692.94,107.0
346a,6-10,1,1488.0,119949.21003999999,1419.0
346a,na,0,314.0,25143.279981,294.0
346a,na,1,555.0,44793.110050999996,509.0
346x,0-2,1,39.0,3006.8599950000003,34.0
346x,11-20,1,32.0,2635.58,32.0
346x,21+,0,719.0,57310.190305000004,513.0
346x,21+,1,631.0,49453.020194,438.0
346x,3-5,1,14.0,1127.0,14.0
346x,6-10,1,30.0,2415.0,30.0
346x,na,0,751.0,55912.560266500004,505.0
346x,na,1,469.0,30409.4500624,248.0
349z,0-2,0,1658.0,93514.6009145,558.0
349z,0-2,1,2009.0,138031.8509131,1106.0
349z,11-20,0,2359.0,182935.2100076,1458.0
349z,11-20,1,4422.0,342360.1802022,2965.0
349z,21+,0,2709.0,201835.270111,1672.0
349z,21+,1,3539.0,266411.6603269,2356.0
349z,3-5,0,645.0,49476.1602641,401.0
349z,3-5,1,962.0,78399.310228,718.0
349z,6-10,0,1119.0,86398.4102949,698.0
349z,6-10,1,1968.0,153056.6404346,1320.0
349z,na,0,2031.0,119426.5102476,845.0
349z,na,1,2566.0,129235.7299629,802.0
380a,0-2,0,1478.0,107576.2110909,1162.0
380a,0-2,1,1759.0,141582.83012600002,1603.0
380a,11-20,0,2824.0,223663.2691655,2564.0
380a,11-20,1,6413.0,510796.8539084,5655.0
380a,21+,0,5752.0,449844.2502801,4787.0
380a,21+,1,8174.0,634085.8330569,6686.0
380a,3-5,0,1327.0,103926.1907276,1252.0
380a,3-5,1,2472.0,200093.622213,2297.0
380a,6-10,0,1830.0,145955.34968800002,1758.0
380a,6-10,1,3666.0,297287.54311800003,3476.0
380a,na,0,59.0,4537.870018,48.0
380a,na,1,64.0,5113.9200280000005,59.0
380c,0-2,0,130.0,8693.400107,69.0
380c,0-2,1,508.0,40376.8803452,372.0
380c,11-20,0,327.0,26969.289973,282.0
380c,11-20,1,1450.0,117688.960206,1196.0
380c,21+,0,89.0,7962.6001,89.0
380c,21+,1,228.0,18210.550118,179.0
380c,3-5,0,177.0,13591.3001012,122.0
380c,3-5,1,754.0,62511.440228,620.0
380c,6-10,0,303.0,25300.130049,262.0
380c,6-10,1,1186.0,99117.86036,1034.0
380x,0-2,0,4194.0,210402.20185040002,1228.0
380x,0-2,1,2719.0,164986.3714036,1248.0
380x,11-20,0,1285.0,77449.7100753,550.0
380x,11-20,1,2279.0,144782.4601195,1107.0
380x,21+,0,1049.0,70783.2000995,556.0
380x,21+,1,1504.0,93681.0102201,707.0
380x,3-5,0,309.0,20541.1600848,168.0
380x,3-5,1,576.0,40795.1403623,359.0
380x,6-10,0,632.0,39278.0501679,300.0
380x,6-10,1,1382.0,93161.0503811,729.0
380x,na,0,555.0,20139.7400479,99.0
380x,na,1,853.0,34600.8399664,140.0
420z,na,0,12.0,85.8200033,0.0
421a,0-2,0,303.0,18127.3401339,124.0
421a,0-2,1,842.0,60413.520323,466.0
421a,11-20,0,612.0,45726.1898875,380.0
421a,11-20,1,2911.0,210898.6794243,1575.0
421a,21+,0,727.0,57612.669966,514.0
421a,21+,1,1925.0,143315.6897509,1223.0
421a,3-5,0,256.0,17776.4200547,135.0
421a,3-5,1,1093.0,80905.7301785,671.0
421a,6-10,0,342.0,23296.8499647,188.0
421a,6-10,1,1422.0,101071.8398367,737.0
421b,0-2,0,15.0,1345.800015,15.0
421b,0-2,1,71.0,5709.400014,46.0
421b,11-20,0,72.0,5898.880014,51.0
421b,11-20,1,414.0,29973.45984,208.0
421b,21+,0,50.0,4158.379973,37.0
421b,21+,1,163.0,12262.599988,96.0
421b,3-5,1,72.0,5583.760002,39.0
421b,6-10,1,128.0,9822.079859000001,64.0
421x,0-2,0,442.0,17435.9402324,45.0
421x,0-2,1,391.0,18319.25012,67.0
421x,11-20,0,19.0,1495.840038,5.0
421x,11-20,1,136.0,9011.089991,58.0
421x,3-5,1,45.0,2742.429985,14.0
421x,6-10,0,17.0,1189.740034,5.0
421x,6-10,1,60.0,3431.890004,16.0
421x,na,1,38.0,1273.1199965,5.0
422z,0-2,0,558.0,25733.4802145,108.0
422z,0-2,1,851.0,51585.8599737,319.0
422z,11-20,0,270.0,20815.8399574,177.0
422z,11-20,1,1480.0,110334.359482,863.0
422z,21+,0,44.0,3772.289961,39.0
422z,21+,1,114.0,9438.199999,92.0
422z,3-5,0,229.0,16195.1800138,135.0
422z,3-5,1,910.0,64946.849772,487.0
422z,6-10,0,237.0,18376.909907,171.0
422z,6-10,1,1107.0,80539.579508,623.0
423z,0-2,0,27.0,1123.34002,0.0
423z,0-2,1,94.0,5131.979929,17.0
423z,11-20,0,28.0,1906.829981,16.0
423z,11-20,1,432.0,28745.279622,163.0
423z,21+,0,30.0,2137.759964,19.0
423z,21+,1,302.0,22355.43977,170.0
423z,3-5,1,161.0,9342.569877,40.0
