inr,expband,fresh,n,ws,wh
223a,0-2,0,20.0,669.3200245,0.0
223a,0-2,1,99.0,8144.190049,83.0
223a,11-20,0,46.0,3928.4300479999997,41.0
223a,11-20,1,204.0,17779.850045,199.0
223a,21+,0,69.0,5930.410093,58.0
223a,21+,1,155.0,13082.750139,139.0
223a,3-5,0,15.0,1273.6500150000002,15.0
223a,3-5,1,115.0,9806.150038,110.0
223a,6-10,0,45.0,3809.340071,40.0
223a,6-10,1,196.0,16558.66012,179.0
223c,0-2,1,19.0,1641.790076,19.0
223c,11-20,0,47.0,4081.370168,47.0
223c,11-20,1,139.0,10580.860368,103.0
223c,21+,1,13.0,1123.330052,13.0
223c,3-5,1,22.0,1901.020088,22.0
223c,6-10,0,21.0,1814.610084,21.0
223c,6-10,1,71.0,5976.450245999999,61.0
223c,na,1,10.0,864.10004,10.0
223d,0-2,0,55.0,2637.3500679,10.0
223d,0-2,1,124.0,9332.530084,82.0
223d,11-20,0,65.0,5797.310007,60.0
223d,11-20,1,422.0,35442.050233,358.0
223d,21+,0,139.0,12188.470059,125.0
223d,21+,1,377.0,30806.850153,307.0
223d,3-5,0,19.0,1098.750031,7.0
223d,3-5,1,145.0,11371.040054,102.0
223d,6-10,0,52.0,4246.1800650000005,44.0
223d,6-10,1,278.0,23237.200224,226.0
223x,0-2,0,139.0,6276.0400844000005,32.0
223x,0-2,1,159.0,8834.0401265,59.0
223x,11-20,1,14.0,1085.560014,7.0
223x,3-5,1,15.0,1279.550015,15.0
223x,6-10,0,16.0,1395.760008,16.0
223x,6-10,1,23.0,1987.6100179999999,23.0
225a,0-2,0,30.0,1949.9700000000003,16.0
225a,0-2,1,159.0,11572.770142,104.0
225a,11-20,0,55.0,4834.350032,55.0
225a,11-20,1,809.0,63239.410364,566.0
225a,21+,0,223.0,18161.40015,166.0
225a,21+,1,672.0,49200.4601774,428.0
225a,3-5,1,160.0,13446.070106000001,130.0
225a,6-10,0,33.0,2492.85,22.0
225a,6-10,1,387.0,31956.880250000002,298.0
225b,0-2,0,26.0,1130.9900258,6.0
225b,0-2,1,85.0,6812.87008,65.0
225b,11-20,0,60.0,5466.98004,53.0
225b,11-20,1,490.0,38296.260441,340.0
225b,21+,0,55.0,5184.140083,55.0
225b,21+,1,306.0,26151.410373000002,279.0
225b,3-5,0,19.0,1508.110014,14.0
225b,3-5,1,87.0,7079.5700830000005,65.0
225b,6-10,0,42.0,3984.1100590000005,42.0
225b,6-10,1,224.0,18038.190189,165.0
225c,0-2,0,45.0,2076.7900465,11.0
225c,0-2,1,112.0,7722.590158,65.0
225c,11-20,0,23.0,2069.900044,23.0
225c,11-20,1,274.0,20764.970173,195.0
225c,21+,0,210.0,16918.740171,154.0
225c,21+,1,622.0,51316.730561,503.0
225c,3-5,0,54.0,3806.720082,32.0
225c,3-5,1,153.0,11561.520241,105.0
225c,6-10,0,51.0,4593.120056,51.0
225c,6-10,1,343.0,25345.290325,210.0
225x,0-2,0,329.0,13405.4401482,44.0
225x,0-2,1,378.0,18392.7901876,85.0
225x,11-20,0,106.0,7049.5701255,52.0
225x,11-20,1,576.0,38709.5302886,306.0
225x,21+,0,33.0,2796.11003,26.0
225x,21+,1,189.0,14745.660151,147.0
225x,3-5,0,14.0,603.58002,0.0
225x,3-5,1,90.0,5637.900099,45.0
225x,6-10,0,25.0,1906.36003,16.0
225x,6-10,1,153.0,8993.3500584,58.0
225x,na,1,33.0,680.0800049000001,0.0
226z,0-2,0,121.0,5365.0800938,22.0
226z,0-2,1,186.0,12959.990152,98.0
226z,11-20,0,14.0,1197.380019,9.0
226z,11-20,1,253.0,20801.549934,217.0
226z,21+,0,60.0,5302.670063,55.0
226z,21+,1,176.0,14111.020044,149.0
226z,3-5,0,10.0,634.750025,5.0
226z,3-5,1,117.0,10284.480101,98.0
226z,6-10,0,18.0,1570.910018,13.0
226z,6-10,1,161.0,14143.810060000002,150.0
229z,0-2,0,3345.0,162737.4413002,752.0
229z,0-2,1,4778.0,269485.1609512,1606.0
229z,11-20,0,3174.0,202929.7410781,1386.0
229z,11-20,1,7196.0,448262.52173166,3194.0
229z,21+,0,2923.0,200097.9909877,1510.0
229z,21+,1,5720.0,363564.0516245,2690.0
229z,3-5,0,828.0,47812.1203376,306.0
229z,3-5,1,1822.0,114623.3506606,796.0
229z,6-10,0,1466.0,90845.960685,593.0
229z,6-10,1,3324.0,206888.2210003,1449.0
229z,na,0,808.0,46153.9303449,275.0
229z,na,1,1790.0,93051.2502963,527.0
310a,21+,0,27.0,2298.71001,22.0
310a,21+,1,117.0,9117.690014,67.0
310b,21+,0,955.0,72393.7202026,586.0
310b,21+,1,1424.0,96101.0801526,766.0
310b,na,0,45.0,3452.1200160000003,25.0
310b,na,1,56.0,4038.810017,38.0
310x,0-2,0,875.0,39006.1904695,148.0
310x,0-2,1,1235.0,67046.1205125,376.0
310x,11-20,0,147.0,11926.100112,97.0
310x,11-20,1,640.0,48175.920008,372.0
310x,21+,0,66.0,5660.920038,45.0
310x,21+,1,250.0,20235.300008000002,165.0
310x,3-5,0,34.0,2458.4800290000003,24.0
310x,3-5,1,113.0,8186.000076,61.0
310x,6-10,0,34.0,2261.000044,12.0
310x,6-10,1,200.0,15437.380035,122.0
310x,na,0,61.0,1533.0200208,0.0
310x,na,1,85.0,2204.7699976,0.0
311a,0-2,0,167.0,12045.45987,135.0
311a,0-2,1,1371.0,111144.08866499999,1363.0
311a,11-20,0,378.0,30752.959671999997,361.0
311a,11-20,1,2202.0,177831.278181,2080.0
311a,21+,0,450.0,36337.869721,422.0
311a,21+,1,1255.0,98848.90955899999,1145.0
311a,3-5,0,240.0,19256.31976,234.0
311a,3-5,1,1278.0,104030.048806,1278.0
311a,6-10,0,348.0,28354.379667,343.0
311a,6-10,1,1901.0,154599.41836399998,1856.0
311b,11-20,1,11.0,893.309989,11.0
311b,21+,0,32.0,2598.719968,32.0
311b,21+,1,72.0,5851.949991,72.0
311b,3-5,1,12.0,974.519988,12.0
311b,6-10,1,23.0,1867.8299769999999,23.0
311b,na,0,110.0,8933.09989,110.0
311b,na,1,530.0,42759.159511,518.0
311c,0-2,0,62.0,4334.970008,37.0
311c,0-2,1,442.0,31011.220192,265.0
311c,11-20,0,377.0,27691.330265,264.0
311c,11-20,1,964.0,73327.17080400001,756.0
311c,21+,0,60.0,4565.240041,49.0
311c,21+,1,143.0,11287.180228000001,135.0
311c,3-5,0,73.0,5571.250054,60.0
311c,3-5,1,385.0,28495.450226,280.0
311c,6-10,0,216.0,15791.350189,153.0
311c,6-10,1,797.0,59447.060455,578.0
311c,na,0,108.0,8292.320155000001,88.0
311c,na,1,226.0,17172.210351,191.0
311x,0-2,0,1839.0,84840.5008289,322.0
311x,0-2,1,3025.0,169996.7603716,979.0
311x,11-20,0,823.0,61638.119954400005,506.0
311x,11-20,1,4825.0,344505.28893,2632.0
311x,21+,0,316.0,24017.3500875,217.0
311x,21+,1,1274.0,91677.1398602,782.0
311x,3-5,0,375.0,26403.9800136,224.0
311x,3-5,1,1683.0,117971.1599238,876.0
311x,6-10,0,703.0,50355.729973,402.0
311x,6-10,1,3342.0,232189.6395766,1621.0
311x,na,0,16.0,93.1600034,0.0
311x,na,1,76.0,2435.3899789,7.0
312a,0-2,0,431.0,24215.780161900002,152.0
312a,0-2,1,2221.0,146400.4302357,958.0
312a,11-20,0,636.0,46123.5001179,343.0
312a,11-20,1,4261.0,308377.749213,2235.0
312a,21+,0,277.0,22289.240066,207.0
312a,21+,1,1227.0,91872.979957,774.0
312a,3-5,0,362.0,24363.4601072,181.0
312a,3-5,1,2027.0,143974.2402092,970.0
312a,6-10,0,501.0,36616.200086,271.0
312a,6-10,1,3408.0,246738.4198867,1767.0
312b,0-2,0,38.0,2402.430007,18.0
312b,0-2,1,108.0,8019.930142,61.0
312b,11-20,0,79.0,6928.270057,72.0
312b,11-20,1,535.0,43895.720217,423.0
312b,21+,0,52.0,4689.360107,52.0
312b,21+,1,273.0,23379.060294,236.0
312b,3-5,0,33.0,1863.76003,8.0
312b,3-5,1,175.0,13349.890164,106.0
312b,6-10,0,47.0,4195.660025,42.0
312b,6-10,1,314.0,24542.47012,202.0
312c,0-2,0,217.0,10540.360079,58.0
312c,0-2,1,623.0,47802.0299656,397.0
312c,11-20,0,130.0,11170.980005,107.0
312c,11-20,1,966.0,80852.4197685,721.0
312c,21+,0,46.0,4192.690044,41.0
312c,21+,1,309.0,26799.720051,265.0
312c,3-5,0,98.0,7592.960067,70.0
312c,3-5,1,633.0,53384.079787200004,486.0
312c,6-10,0,150.0,12404.710076,104.0
312c,6-10,1,935.0,79273.72985399999,706.0
312x,0-2,0,1017.0,43478.7905552,136.0
312x,0-2,1,1692.0,80112.3207155,350.0
312x,11-20,0,138.0,10617.400079000001,83.0
312x,11-20,1,755.0,54936.380084000004,382.0
312x,3-5,0,41.0,1945.400041,5.0
312x,3-5,1,202.0,13898.599992,102.0
312x,6-10,0,39.0,3028.980053,26.0
312x,6-10,1,269.0,17841.35,109.0
312x,na,1,21.0,483.81999900000005,0.0
313z,0-2,0,2055.0,100659.900941,452.0
313z,0-2,1,4322.0,292860.0717399,2143.0
313z,11-20,0,1183.0,95739.0103559,821.0
313z,11-20,1,4794.0,389659.5607116,3366.0
313z,21+,0,731.0,58090.690159,498.0
313z,21+,1,2140.0,171390.920311,1510.0
313z,3-5,0,685.0,47367.3903275,366.0
313z,3-5,1,2664.0,213796.7311177,1804.0
313z,6-10,0,960.0,74140.7406094,620.0
313z,6-10,1,4279.0,346279.971066,2964.0
313z,na,0,48.0,1888.4400093,8.0
313z,na,1,73.0,3997.5600314,26.0
314a,0-2,0,583.0,41392.6802236,375.0
314a,0-2,1,1358.0,119695.400137,1239.0
314a,11-20,0,664.0,56531.939928,508.0
314a,11-20,1,2366.0,202756.81998169998,1942.0
314a,21+,0,432.0,37028.659974,328.0
314a,21+,1,1334.0,112086.17993500001,1019.0
314a,3-5,0,422.0,37300.179851,375.0
314a,3-5,1,1234.0,111529.220063,1158.0
314a,6-10,0,706.0,62199.659851000004,607.0
314a,6-10,1,1640.0,145632.400038,1460.0
314b,0-2,1,61.0,5327.900036999999,61.0
314b,11-20,0,18.0,1634.980006,18.0
314b,11-20,1,113.0,10126.729967000001,108.0
314b,21+,0,14.0,1275.9000219999998,14.0
314b,21+,1,65.0,5730.610038,59.0
314b,3-5,1,64.0,5659.629997,64.0
314b,6-10,1,85.0,7454.119976,85.0
314x,0-2,0,408.0,20334.4202196,101.0
314x,0-2,1,569.0,36658.2403049,284.0
314x,11-20,0,11.0,890.660012,5.0
314x,11-20,1,104.0,8706.740018,81.0
314x,3-5,0,53.0,3997.649961,22.0
314x,3-5,1,88.0,7331.020021,71.0
314x,6-10,0,64.0,5034.109941,24.0
314x,6-10,1,116.0,9693.320029,88.0
314x,na,1,15.0,291.39999700000004,0.0
319z,0-2,0,4609.0,219656.83180770001,947.0
319z,0-2,1,6969.0,389625.48211498,2236.0
319z,11-20,0,3175.0,217899.7501615,1506.0
319z,11-20,1,8046.0,537616.20058,3804.0
319z,21+,0,2593.0,183235.3000717,1364.0
319z,21+,1,4667.0,311457.9303737,2292.0
319z,3-5,0,913.0,57060.260233400004,384.0
319z,3-5,1,2555.0,170482.250493,1217.0
319z,6-10,0,1527.0,104553.0904251,773.0
319z,6-10,1,4138.0,281567.8605964,2061.0
319z,na,0,965.0,53931.1301325,382.0
319z,na,1,2120.0,102947.3499726,541.0
320z,11-20,0,17.0,1329.190022,12.0
320z,11-20,1,31.0,2601.0700309999997,31.0
320z,21+,0,109.0,9150.680065,94.0
320z,21+,1,385.0,32327.440135,347.0
320z,na,1,41.0,2085.5100102,14.0
321a,0-2,0,123.0,9385.1300507,89.0
321a,0-2,1,357.0,31518.769989,333.0
321a,11-20,0,373.0,31948.670125,327.0
321a,11-20,1,1299.0,108492.570397,1121.0
321a,21+,0,624.0,51683.480014,507.0
321a,21+,1,1258.0,106195.610173,1100.0
321a,3-5,0,140.0,11543.910034600001,120.0
321a,3-5,1,428.0,37846.790114,399.0
321a,6-10,0,378.0,31945.490207,331.0
321a,6-10,1,1041.0,89601.44034500001,937.0
321a,na,0,57.0,4976.260018,52.0
321a,na,1,82.0,7491.580014,82.0
321b,0-2,0,963.0,55269.5506984,367.0
321b,0-2,1,1163.0,90675.2808561,897.0
321b,11-20,0,976.0,79990.1305994,772.0
321b,11-20,1,2971.0,237266.3613736,2336.0
321b,21+,0,311.0,26127.280178,259.0
321b,21+,1,1018.0,83584.43044540001,849.0
321b,3-5,0,804.0,60171.5306111,579.0
321b,3-5,1,1270.0,103839.49084500001,1060.0
321b,6-10,0,1367.0,111311.29096869999,1087.0
321b,6-10,1,2601.0,210366.2414788,2101.0
321x,0-2,0,1458.0,69535.010899,294.0
321x,0-2,1,1553.0,97362.3508794,715.0
321x,11-20,0,555.0,44369.8603906,425.0
321x,11-20,1,1386.0,111981.160516,1075.0
321x,21+,0,77.0,6952.200068,77.0
321x,21+,1,286.0,24751.500075,263.0
321x,3-5,0,170.0,12733.2501525,117.0
321x,3-5,1,348.0,27802.1801718,278.0
321x,6-10,0,330.0,25643.0202056,242.0
321x,6-10,1,660.0,54261.090256999996,528.0
321x,na,0,10.0,484.6500005,5.0
322a,0-2,0,21.0,1508.350044,13.0
322a,0-2,1,397.0,32170.241428,378.0
322a,11-20,0,100.0,8571.11029,100.0
322a,11-20,1,1784.0,144783.2554614,1707.0
322a,21+,0,387.0,30894.791021,350.0
322a,21+,1,1632.0,127072.94456239999,1463.0
322a,3-5,0,13.0,1064.830052,13.0
322a,3-5,1,442.0,36393.621615000004,430.0
322a,6-10,0,53.0,4522.670158999999,53.0
322a,6-10,1,973.0,80031.883222,952.0
322b,0-2,1,48.0,3948.770154,43.0
322b,11-20,1,72.0,6117.480222,72.0
322b,21+,1,10.0,819.10004,10.0
322b,3-5,1,35.0,2951.2701190000002,35.0
322b,6-10,1,47.0,3849.770188,47.0
322x,0-2,0,20.0,718.9700076,0.0
322x,0-2,1,131.0,8850.990253,69.0
322x,11-20,1,73.0,5657.860173,60.0
322x,21+,0,53.0,4510.520017,39.0
322x,21+,1,182.0,15335.640194,171.0
322x,3-5,1,35.0,2708.03011,29.0
322x,6-10,1,39.0,3009.200121,32.0
329z,0-2,0,558.0,29693.3604224,182.0
329z,0-2,1,679.0,46305.5105669,391.0
329z,11-20,0,520.0,42472.2103755,389.0
329z,11-20,1,1136.0,91768.2006462,900.0
329z,21+,0,144.0,12203.860097,117.0
329z,21+,1,410.0,33588.980311,328.0
329z,3-5,0,133.0,11061.000122000001,110.0
329z,3-5,1,203.0,17330.860205,186.0
329z,6-10,0,267.0,22417.910178000002,228.0
329z,6-10,1,523.0,43278.300427,450.0
329z,na,1,11.0,228.51000200000001,0.0
340a,0-2,0,3800.0,249708.5015492,1941.0
340a,0-2,1,8040.0,669884.5902283,6642.0
340a,11-20,0,13513.0,1043201.8688133,9014.0
340a,11-20,1,30182.0,2357627.38951854,21412.0
340a,21+,0,18939.0,1476416.31798394,12454.0
340a,21+,1,31749.0,2464438.49703652,22228.0
340a,3-5,0,4389.0,347689.5604068,3184.0
340a,3-5,1,8896.0,752865.3003137,7365.0
340a,6-10,0,8875.0,713578.829686,6434.0
340a,6-10,1,17219.0,1401905.51112956,13243.0
340a,na,0,816.0,60678.5899258,506.0
340a,na,1,1062.0,68524.1598789,582.0
340b,11-20,0,251.0,20462.3698549,169.0
340b,11-20,1,378.0,30206.4898531,266.0
340b,21+,0,71.0,6052.219926,50.0
340b,21+,1,88.0,7639.219931,69.0
340b,6-10,1,58.0,2843.3900045,19.0
340c,11-20,1,12.0,357.680002,0.0
340c,21+,0,28.0,2242.960005,15.0
340c,21+,1,63.0,5395.630045,52.0
340d,11-20,0,63.0,3557.8800215,27.0
340d,11-20,1,304.0,19336.640015,146.0
340d,21+,1,17.0,580.749994,0.0
340d,3-5,1,21.0,765.1600005,0.0
340d,6-10,0,44.0,922.2700072,5.0
340d,6-10,1,183.0,10423.5000605,81.0
340e,11-20,0,28.0,1135.0500034,9.0
340e,11-20,1,134.0,6688.7900193,38.0
340e,21+,0,24.0,1830.479971,19.0
340e,21+,1,40.0,2819.5799825,24.0
340e,6-10,0,12.0,769.2599930000001,7.0
340e,6-10,1,50.0,1630.0700011,5.0
340f,11-20,1,12.0,1032.599988,12.0
340f,21+,1,16.0,1435.240012,11.0
340g,11-20,0,753.0,34106.140182099996,184.0
340g,11-20,1,1911.0,83651.82013968,393.0
340g,21+,0,778.0,29037.2001247,116.0
340g,21+,1,1992.0,74136.5500384,271.0
340g,3-5,0,12.0,160.2600024,0.0
340g,3-5,1,50.0,2318.7300192000002,18.0
340g,6-10,0,116.0,4528.6000562,25.0
340g,6-10,1,306.0,14120.3400887,84.0
340g,na,0,87.0,1508.7000055,0.0
340g,na,1,261.0,6680.0699884,0.0
340x,0-2,0,7366.0,366706.33391146,1892.0
340x,0-2,1,9003.0,585341.6539442,4658.0
340x,11-20,0,3784.0,294484.4002323,2354.0
340x,11-20,1,7208.0,566014.4413348,4894.0
340x,21+,0,1638.0,130800.3000521,1095.0
340x,21+,1,3343.0,267417.7505476,2432.0
340x,3-5,0,1094.0,80468.3104681,669.0
340x,3-5,1,1741.0,133625.4104733,1216.0
340x,6-10,0,1784.0,140443.2002396,1174.0
340x,6-10,1,3150.0,251288.090914,2245.0
340x,na,0,1346.0,63129.84029185,375.0
340x,na,1,2527.0,130179.94018019999,856.0
341z,0-2,0,2427.0,122199.2018292,458.0
341z,0-2,1,3008.0,192128.49176838002,1338.0
341z,11-20,0,1792.0,128775.790329,677.0
341z,11-20,1,2792.0,200364.1010305,1412.0
341z,21+,0,145.0,10411.039997,34.0
341z,21+,1,144.0,10369.940126,60.0
341z,3-5,0,1114.0,75598.6706531,434.0
341z,3-5,1,1618.0,120602.0905305,1042.0
341z,6-10,0,2368.0,172037.8111199,1009.0
341z,6-10,1,3366.0,243080.4112299,1762.0
341z,na,0,187.0,10965.2601046,61.0
341z,na,1,220.0,10337.2500528,62.0
342z,0-2,0,795.0,42691.8906928,217.0
342z,0-2,1,797.0,55823.6805495,471.0
342z,11-20,0,806.0,61503.790462000004,455.0
342z,11-20,1,1224.0,92832.490611,714.0
342z,21+,0,3317.0,250737.0913503,1807.0
342z,21+,1,3644.0,274618.5614077,2201.0
342z,3-5,0,313.0,23564.630293500002,214.0
342z,3-5,1,310.0,25147.760231,244.0
342z,6-10,0,526.0,38588.2704535,297.0
342z,6-10,1,572.0,42720.0204356,339.0
342z,na,0,234.0,14256.020192,103.0
342z,na,1,302.0,16002.3301317,113.0
343z,0-2,0,24.0,1583.010001,13.0
343z,0-2,1,134.0,11052.519982,129.0
343z,11-20,0,80.0,6319.729921,65.0
343z,11-20,1,364.0,28038.729923,261.0
343z,21+,0,92.0,7533.639887,75.0
343z,21+,1,179.0,14393.199823,149.0
343z,3-5,0,17.0,1430.889968,17.0
343z,3-5,1,92.0,7553.530002,87.0
343z,6-10,0,106.0,8993.349903,106.0
343z,6-10,1,355.0,29047.229993,315.0
343z,na,0,77.0,2471.0500214,12.0
343z,na,1,154.0,5759.6599913,30.0
344z,0-2,0,1110.0,59525.660305800004,359.0
344z,0-2,1,1334.0,100452.3298852,956.0
344z,11-20,0,904.0,78623.1693965,858.0
344z,11-20,1,1170.0,97463.5095847,998.0
344z,21+,0,570.0,48025.589747,482.0
344z,21+,1,888.0,70139.9899318,683.0
344z,3-5,0,655.0,55001.77987599999,576.0
344z,3-5,1,833.0,72751.739762,768.0
344z,6-10,0,1153.0,101050.7993969,1089.0
344z,6-10,1,1413.0,121192.4096088,1256.0
344z,na,0,87.0,5008.6899805,47.0
344z,na,1,189.0,9184.1699895,72.0
345a,0-2,0,168.0,11698.1001147,98.0
345a,0-2,1,420.0,30775.110118,254.0
345a,11-20,0,437.0,31253.720173,206.0
345a,11-20,1,1277.0,89016.5603265,603.0
345a,3-5,0,190.0,15337.070129,136.0
345a,3-5,1,475.0,38967.880176,367.0
345a,6-10,0,311.0,22990.7301626,183.0
345a,6-10,1,756.0,57562.690193,451.0
345b,0-2,1,104.0,8106.480030000001,47.0
345b,11-20,0,82.0,6452.0099848,63.0
345b,11-20,1,718.0,55802.189905,480.0
345b,21+,0,1972.0,154970.6600829,1314.0
345b,21+,1,3660.0,285324.1696834,2482.0
345b,3-5,1,82.0,6767.310029,49.0
345b,6-10,1,73.0,6264.1600149999995,60.0
345b,na,0,68.0,5445.500033,51.0
345b,na,1,106.0,7140.159992000001,66.0
345c,0-2,0,311.0,21179.0798525,191.0
345c,0-2,1,1198.0,103042.457888,1051.0
345c,11-20,0,142.0,12398.189806,137.0
345c,11-20,1,628.0,53314.139219000004,548.0
345c,21+,0,657.0,51011.819913,456.0
345c,21+,1,1913.0,147021.43934850002,1428.0
345c,3-5,0,347.0,29661.729503000002,307.0
345c,3-5,1,1370.0,120261.857725,1271.0
345c,6-10,0,415.0,35794.079516,382.0
345c,6-10,1,1636.0,137187.27816000002,1398.0
345c,na,0,15.0,1205.319972,15.0
345c,na,1,16.0,1306.88,16.0
345x,0-2,0,1518.0,72831.9508291,331.0
345x,0-2,1,2565.0,162564.7199746,1216.0
345x,11-20,0,760.0,59728.880345,507.0
345x,11-20,1,2073.0,155946.090045,1285.0
345x,21+,0,209.0,17301.980001,151.0
345x,21+,1,653.0,52297.269813000006,495.0
345x,3-5,0,126.0,8633.5400037,70.0
345x,3-5,1,377.0,26957.400128200003,234.0
345x,6-10,0,296.0,22497.830112,197.0
345x,6-10,1,660.0,50799.370066,440.0
345x,na,0,54.0,2927.2200148,22.0
345x,na,1,81.0,2973.9500242,17.0
346a,0-2,0,57.0,4658.01,57.0
346a,0-2,1,1808.0,143813.57002,1758.0
346a,11-20,0,100.0,8269.390000000001,100.0
346a,11-20,1,1301.0,105233.400107,1184.0
346a,21+,0,83.0,6910.310012,77.0
346a,21+,1,317.0,25509.509991,291.0
346a,3-5,0,121.0,9790.15,121.0
346a,3-5,1,2085.0,166368.470049,1985.0
346a,6-10,0,126.0,10272.09,126.0
346a,6-10,1,1829.0,146765.21008,1721.0
346a,na,0,122.0,9958.219994,112.0
346a,na,1,476.0,38061.250067,432.0
346x,0-2,0,158.0,7606.1700654999995,41.0
346x,0-2,1,297.0,19403.949963,181.0
346x,11-20,1,41.0,3350.15,41.0
346x,21+,0,355.0,29233.740083,269.0
346x,21+,1,587.0,45663.61023,394.0
346x,3-5,1,52.0,4414.39,52.0
346x,6-10,1,23.0,1851.5,23.0
346x,na,0,293.0,21300.3600882,172.0
346x,na,1,427.0,24425.6100744,191.0
349z,0-2,0,1787.0,98517.8309843,560.0
349z,0-2,1,2927.0,195945.5216118,1455.0
349z,11-20,0,2173.0,168869.8700449,1342.0
349z,11-20,1,4425.0,342568.8003682,2943.0
349z,21+,0,2345.0,178159.6500781,1451.0
349z,21+,1,4019.0,301424.4003168,2655.0
349z,3-5,0,459.0,37149.420149,327.0
349z,3-5,1,849.0,69071.3502786,647.0
349z,6-10,0,957.0,75997.2303116,635.0
349z,6-10,1,1703.0,135978.800303,1197.0
349z,na,0,1401.0,80532.1202282,560.0
349z,na,1,2680.0,136543.6000492,849.0
380a,0-2,0,776.0,51920.8803282,520.0
380a,0-2,1,2465.0,195310.5033648,2332.0
380a,11-20,0,2626.0,209634.73837799998,2438.0
380a,11-20,1,6615.0,527359.6241682,5882.0
380a,21+,0,4932.0,384975.1978929,4105.0
380a,21+,1,9247.0,716572.5732333,7536.0
380a,3-5,0,1064.0,82348.07030980001,988.0
380a,3-5,1,2632.0,212030.643016,2464.0
380a,6-10,0,1811.0,143871.63969,1755.0
380a,6-10,1,4229.0,341285.513685,3960.0
380a,na,0,27.0,2193.189991,27.0
380a,na,1,75.0,5971.450014999999,70.0
380c,0-2,0,86.0,5899.7000005,54.0
380c,0-2,1,606.0,47576.3702708,450.0
380c,11-20,0,357.0,30398.169869,332.0
380c,11-20,1,1771.0,145019.39037100002,1492.0
380c,21+,0,115.0,9857.040058,109.0
380c,21+,1,392.0,31661.070097,314.0
380c,3-5,0,99.0,8191.300015000001,88.0
380c,3-5,1,662.0,53972.2203454,513.0
380c,6-10,0,259.0,21476.099941,235.0
380c,6-10,1,1354.0,110501.430298,1067.0
380x,0-2,0,3186.0,155597.1617425,832.0
380x,0-2,1,3954.0,234705.4618952,1772.0
380x,11-20,0,1105.0,70015.8399818,517.0
380x,11-20,1,2760.0,171641.7803924,1254.0
380x,21+,0,932.0,60877.359982,491.0
380x,21+,1,2005.0,123045.3801032,879.0
380x,3-5,0,197.0,13056.4000754,102.0
380x,3-5,1,606.0,43485.2602815,392.0
380x,6-10,0,420.0,27031.5000414,229.0
380x,6-10,1,1352.0,90363.8703899,691.0
380x,na,0,400.0,15061.0700392,64.0
380x,na,1,908.0,35684.5899817,143.0
421a,0-2,0,234.0,12523.9800418,75.0
421a,0-2,1,1001.0,70644.690369,532.0
421a,11-20,0,513.0,38870.679852,308.0
421a,11-20,1,3131.0,224272.7495108,1628.0
421a,21+,0,609.0,48241.539886,448.0
421a,21+,1,2406.0,179369.2297895,1489.0
421a,3-5,0,146.0,10544.399976,82.0
421a,3-5,1,983.0,74331.790274,628.0
421a,6-10,0,293.0,20850.650007,155.0
421a,6-10,1,1489.0,106617.2697779,788.0
421b,0-2,0,12.0,1076.6400119999998,12.0
421b,0-2,1,56.0,4366.480039,32.0
421b,11-20,0,68.0,5393.630033,44.0
421b,11-20,1,418.0,30735.239857,229.0
421b,21+,0,43.0,3418.509994,26.0
421b,21+,1,234.0,18038.809962,142.0
421b,3-5,1,82.0,6831.72999,60.0
421b,6-10,0,10.0,627.6500100000001,0.0
421b,6-10,1,131.0,10318.469899,70.0
421x,0-2,0,358.0,13731.5501633,36.0
421x,0-2,1,467.0,22723.5101915,85.0
421x,11-20,0,18.0,1124.100036,0.0
421x,11-20,1,178.0,11510.139955,72.0
421x,3-5,1,52.0,2509.2400015,7.0
421x,6-10,1,52.0,2903.089995,12.0
421x,na,0,12.0,557.4599904,6.0
421x,na,1,47.0,2643.4099918,16.0
422z,0-2,0,381.0,17199.3701628,76.0
422z,0-2,1,1062.0,65024.3799758,414.0
422z,11-20,0,288.0,22533.629902,192.0
422z,11-20,1,1763.0,132094.7194794,1052.0
422z,21+,0,41.0,3552.5399310000003,41.0
422z,21+,1,302.0,23755.589928,207.0
422z,3-5,0,150.0,10719.8900195,95.0
422z,3-5,1,774.0,54988.229842,420.0
422z,6-10,0,254.0,18875.339864,156.0
422z,6-10,1,1334.0,97437.339698,761.0
423z,0-2,1,80.0,4556.55995,15.0
423z,11-20,0,25.0,1852.3099670000001,18.0
423z,11-20,1,476.0,32234.179646,197.0
423z,21+,0,31.0,2467.909955,26.0
423z,21+,1,398.0,29274.649752999998,202.0
423z,3-5,1,103.0,6176.749927,31.0
423z,6-10,0,13.0,773.6099770000001,5.0
423z,6-10,1,287.0,17884.769745,93.0
429z,0-2,0,131.0,4977.7000564,12.0
429z,0-2,1,205.0,10893.5399756,58.0
429z,11-20,0,52.0,3842.830012,31.0
429z,11-20,1,290.0,17842.009985,115.0
429z,21+,1,49.0,3450.730002,28.0
429z,3-5,1,31.0,2399.8700209999997,21.0
429z,6-10,0,20.0,1063.900015,5.0
429z,6-10,1,120.0,7144.749986,43.0
441z,0-2,0,80.0,6431.670043,61.0
441z,0-2,1,370.0,32364.2503506,337.0
441z,11-20,0,170.0,14960.870096,137.0
441z,11-20,1,863.0,74086.129866,713.0
441z,21+,0,360.0,31178.61019,297.0
441z,21+,1,1198.0,99427.590394,943.0
441z,3-5,0,78.0,7004.860065,70.0
441z,3-5,1,353.0,31334.040188,313.0
441z,6-10,0,93.0,8755.800065,88.0
