grp,expband,fresh,n,ws,wh
55A,0-2,1,732.0,61057.5491765,591.0
55A,11-20,0,553.0,48215.648615,472.0
55A,11-20,1,1534.0,134111.126997,1334.0
55A,21+,0,685.0,57705.59832700001,511.0
55A,21+,1,1531.0,127012.016829,1179.0
55A,3-5,0,365.0,31586.619093,322.0
55A,3-5,1,863.0,74156.698617,728.0
55A,6-10,0,537.0,47139.678769,480.0
55A,6-10,1,1308.0,114432.757658,1145.0
55A,na,1,13.0,1169.349961,13.0
55B,0-2,0,367.0,31209.720037,286.0
55B,0-2,1,1315.0,114199.1803065,1086.0
55B,11-20,0,1093.0,93209.23008400001,811.0
55B,11-20,1,2661.0,220320.870283,1897.0
55B,21+,0,1102.0,91876.250255,747.0
55B,21+,1,2299.0,188186.24037860002,1619.0
55B,3-5,0,686.0,61937.970114,593.0
55B,3-5,1,1529.0,133803.090456,1259.0
55B,6-10,0,1027.0,90567.290339,828.0
55B,6-10,1,1986.0,171052.870394,1573.0
55C,0-2,0,140.0,9470.6299585,59.0
55C,0-2,1,1081.0,80618.74963,567.0
55C,11-20,0,1158.0,91334.299357,643.0
55C,11-20,1,3767.0,298955.44766400004,2133.0
55C,21+,0,2208.0,171332.239083,1167.0
55C,21+,1,5366.0,416497.0574839,3054.0
55C,3-5,0,403.0,30349.349742,216.0
55C,3-5,1,1312.0,102790.339511,802.0
55C,6-10,0,720.0,57395.979512000005,444.0
55C,6-10,1,2175.0,173293.10872750002,1349.0
55D,0-2,0,307.0,24864.590273,219.0
55D,0-2,1,2223.0,190327.891225,1807.0
55D,11-20,0,1540.0,127276.880776,1064.0
55D,11-20,1,5500.0,451090.900977,3879.0
55D,21+,0,3389.0,272318.2212148,2185.0
55D,21+,1,8591.0,687007.2124895,5906.0
55D,3-5,0,645.0,55111.600517,502.0
55D,3-5,1,2441.0,211578.88113300002,2024.0
55D,6-10,0,1123.0,96443.960768,881.0
55D,6-10,1,3313.0,281593.650776,2592.0
55E,0-2,0,881.0,75229.150794,685.0
55E,0-2,1,3501.0,310718.252607,3008.0
55E,11-20,0,3960.0,357992.61286,3401.0
55E,11-20,1,8979.0,784012.013377,7288.0
55E,21+,0,5137.0,452501.212534,4164.0
55E,21+,1,11132.0,948928.7321312,8789.0
55E,3-5,0,1446.0,131137.86148000002,1259.0
55E,3-5,1,3519.0,309934.762498,2955.0
55E,6-10,0,2414.0,219687.762167,2090.0
55E,6-10,1,4650.0,408066.332208,3840.0
55E,na,1,19.0,1820.7600080000002,19.0
55F,0-2,0,163.0,13419.489966,120.0
55F,0-2,1,1258.0,100546.090562,868.0
55F,11-20,0,844.0,68063.5200398,550.0
55F,11-20,1,3762.0,297204.0201716,2431.0
55F,21+,0,1488.0,118926.53000479999,972.0
55F,21+,1,4345.0,336434.1703555,2778.0
55F,3-5,0,284.0,22881.170009,196.0
55F,3-5,1,1376.0,112349.480515,1001.0
55F,6-10,0,501.0,41201.330033,355.0
55F,6-10,1,1826.0,146100.050271,1233.0
55G,0-2,0,111.0,9755.040122,92.0
55G,0-2,1,1098.0,94930.5607435,926.0
55G,11-20,0,1281.0,108223.37059155,973.0
55G,11-20,1,4625.0,381481.9015008,3443.0
55G,21+,0,840.0,56150.160304900004,429.0
55G,21+,1,2394.0,167961.0100994,1332.0
55G,3-5,0,339.0,30910.110343,297.0
55G,3-5,1,1771.0,151719.9110267,1443.0
55G,6-10,0,835.0,72797.900605,681.0
55G,6-10,1,3082.0,262089.37154539998,2422.0
55G,na,0,558.0,48689.21017,458.0
55G,na,1,2261.0,189834.31092440002,1777.0
55H,0-2,0,524.0,28835.0998487,103.0
55H,0-2,1,1589.0,104029.9792212,529.0
55H,11-20,0,1486.0,103521.0089035,514.0
55H,11-20,1,4644.0,338478.8171196,2063.0
55H,21+,0,914.0,64198.779462,328.0
55H,21+,1,3175.0,227910.6183586,1415.0
55H,3-5,0,746.0,48752.9496045,217.0
55H,3-5,1,2018.0,140681.2089011,838.0
55H,6-10,0,1265.0,86432.1591522,443.0
55H,6-10,1,3516.0,258239.7878571,1632.0
55I,0-2,0,331.0,19969.4901965,116.0
55I,0-2,1,1379.0,103841.7307292,793.0
55I,11-20,0,1710.0,123963.1007484,844.0
55I,11-20,1,6097.0,454090.39144499996,3432.0
55I,21+,0,1681.0,118427.220658,776.0
55I,21+,1,5177.0,379143.51096216,2801.0
55I,3-5,0,496.0,35606.3303626,252.0
55I,3-5,1,1839.0,140113.4908946,1098.0
55I,6-10,0,1040.0,78503.550625,572.0
55I,6-10,1,3052.0,231830.7510421,1811.0
55I,na,0,13.0,1038.380026,5.0
55I,na,1,10.0,871.1500149999999,10.0
55J,0-2,0,284.0,22365.800300500003,185.0
55J,0-2,1,1048.0,87728.200611,756.0
55J,11-20,0,2506.0,208273.39159790002,1808.0
55J,11-20,1,6712.0,534843.2722095,4547.0
55J,21+,0,3318.0,257972.64143400002,1942.0
55J,21+,1,9640.0,733766.5120226,5730.0
55J,3-5,0,385.0,33060.170412,284.0
55J,3-5,1,1128.0,91978.080808,765.0
55J,6-10,0,882.0,76782.740814,684.0
55J,6-10,1,2070.0,168397.4910703,1436.0
55J,na,1,22.0,2037.180009,22.0
55K,0-2,0,22.0,980.670026,0.0
55K,0-2,1,113.0,7727.160054,44.0
55K,11-20,0,179.0,12612.740025,78.0
55K,11-20,1,1039.0,72248.7999848,466.0
55K,21+,0,240.0,18413.509974,126.0
55K,21+,1,1345.0,95526.899939,642.0
55K,3-5,0,15.0,732.780016,0.0
55K,3-5,1,125.0,9040.830015,62.0
55K,6-10,0,68.0,4974.720026,35.0
55K,6-10,1,345.0,25230.190015,191.0
55L,0-2,0,80.0,5879.410104,50.0
55L,0-2,1,197.0,15844.440069,134.0
55L,11-20,0,37.0,2754.320051,19.0
55L,11-20,1,315.0,22173.620047,168.0
55L,21+,0,168.0,11378.1200731,83.0
55L,21+,1,643.0,41800.090113,292.0
55L,3-5,0,50.0,3991.2301150000003,25.0
55L,3-5,1,170.0,14230.830216,116.0
55L,6-10,0,118.0,9690.630144,65.0
55L,6-10,1,290.0,22981.110215,172.0
55Q,0-2,0,96.0,4270.2200484,16.0
55Q,0-2,1,429.0,17995.5300305,48.0
55Q,11-20,0,64.0,4025.079944,16.0
55Q,11-20,1,328.0,23707.639887,155.0
55Q,21+,0,16714.0,1101927.983655,6375.0
55Q,21+,1,34749.0,2272254.86331336,14661.0
55Q,3-5,0,108.0,6648.9100865,30.0
55Q,3-5,1,328.0,17185.1699545,84.0
55Q,6-10,0,115.0,7052.060051,32.0
55Q,6-10,1,336.0,19751.330116,115.0
55Q,na,0,440.0,30795.420153,178.0
55Q,na,1,949.0,57348.57017,328.0
55T,0-2,0,1165.0,44328.420193699996,93.0
55T,0-2,1,3225.0,147169.3599986,610.0
55T,11-20,0,2042.0,98971.16040934,423.0
55T,11-20,1,6173.0,326634.84039684,1747.0
55T,21+,0,480.0,30192.040066,190.0
55T,21+,1,1656.0,100531.3701339,655.0
55T,3-5,0,777.0,32775.3501657,100.0
55T,3-5,1,2452.0,122552.01008770001,604.0
55T,6-10,0,1579.0,71728.31024906,293.0
55T,6-10,1,4466.0,227630.50021588002,1148.0
55T,na,1,12.0,770.220012,6.0
63Z,0-2,0,1484.0,40679.54026762,49.0
63Z,0-2,1,4526.0,133821.57149018,167.0
63Z,11-20,0,4911.0,147522.66100306,346.0
63Z,11-20,1,11142.0,360257.3214471,844.0
63Z,21+,0,10309.0,293608.41105882,622.0
63Z,21+,1,25444.0,732578.0613041,1528.0
63Z,3-5,0,1793.0,48332.70051248,42.0
63Z,3-5,1,3720.0,111184.32105674,171.0
63Z,6-10,0,2920.0,81727.98070066,110.0
63Z,6-10,1,5839.0,174473.80117083,274.0
63Z,na,0,1444.0,29554.3501271,20.0
63Z,na,1,4495.0,104081.97015224,76.0
64P,0-2,0,509.0,18273.960187200002,49.0
64P,0-2,1,784.0,34670.4702456,124.0
64P,11-20,0,99.0,3466.1400131,7.0
64P,11-20,1,489.0,22555.7401257,108.0
64P,21+,1,79.0,4010.3100356,22.0
64P,3-5,0,18.0,762.680016,0.0
64P,3-5,1,139.0,7168.3900508,35.0
64P,6-10,0,65.0,3285.7400299,9.0
64P,6-10,1,217.0,11179.180037,58.0
65J,0-2,1,143.0,10595.760185,65.0
65J,11-20,0,102.0,6788.7999875,46.0
65J,11-20,1,720.0,49075.6101356,327.0
65J,21+,0,433.0,27092.3400205,197.0
65J,21+,1,1530.0,90200.0503688,583.0
65J,3-5,0,10.0,604.00002,0.0
65J,3-5,1,118.0,8296.570117,48.0
65J,6-10,0,21.0,1502.910037,5.0
65J,6-10,1,242.0,17126.7002015,106.0
65S,0-2,0,20.0,1356.0199899999998,12.0
65S,0-2,1,180.0,11047.970121,71.0
65S,11-20,0,79.0,4457.599988999999,27.0
65S,11-20,1,585.0,33875.860131,204.0
65S,21+,0,174.0,10622.450002,60.0
65S,21+,1,734.0,40320.4100899,239.0
65S,3-5,0,26.0,1456.070008,9.0
65S,3-5,1,190.0,11349.780052,86.0
65S,6-10,0,68.0,3331.520005,16.0
65S,6-10,1,365.0,21339.600092,139.0
65V,0-2,0,19.0,779.3800000000001,0.0
65V,0-2,1,219.0,9756.099993000002,16.0
65V,11-20,0,91.0,3732.82,0.0
65V,11-20,1,528.0,25265.739960000003,78.0
65V,21+,0,224.0,9023.4400127,6.0
65V,21+,1,755.0,33238.789971700004,87.0
65V,3-5,0,28.0,1148.5600000000002,0.0
65V,3-5,1,200.0,9026.12002,15.0
65V,6-10,0,61.0,2502.2200000000003,0.0
65V,6-10,1,334.0,15384.149992,33.0
65V,na,0,240.0,9881.61,0.0
65V,na,1,1042.0,42963.719971,14.0
73B,0-2,0,3022.0,125510.730881,150.0
73B,0-2,1,13267.0,565663.0838635201,502.0
73B,11-20,0,4831.0,199413.9512107,521.0
73B,11-20,1,18942.0,788857.25219861,1510.0
73B,21+,0,8008.0,386541.8714928,1417.0
73B,21+,1,31042.0,1387452.71314983,3532.0
73B,3-5,0,2199.0,92663.03070568001,113.0
73B,3-5,1,8243.0,346689.37214822,273.0
73B,6-10,0,2559.0,100577.89075584,170.0
73B,6-10,1,8734.0,359281.34173865,431.0
73B,na,0,841.0,36343.1700997,91.0
73B,na,1,2919.0,119047.79023690001,190.0
73O,0-2,0,4372.0,137207.7491729,116.0
73O,0-2,1,29007.0,861053.28929714,323.0
73O,11-20,0,6530.0,245399.66936888,708.0
73O,11-20,1,38150.0,1271235.21502842,2284.0
73O,21+,0,12685.0,522736.28891161,2048.0
73O,21+,1,63453.0,2262491.48118566,6015.0
73O,3-5,0,2538.0,79322.20923698001,79.0
73O,3-5,1,17330.0,511641.5621516,273.0
73O,6-10,0,3713.0,125199.57925228,228.0
73O,6-10,1,24685.0,763739.4389925,821.0
73O,na,0,1843.0,64210.5096618,177.0
73O,na,1,6496.0,210927.638433,350.0
73T,0-2,0,287.0,8885.730193899999,0.0
73T,0-2,1,1215.0,35211.881036,5.0
73T,11-20,0,157.0,4361.4601569999995,0.0
73T,11-20,1,792.0,24179.71066,23.0
73T,21+,0,937.0,33798.740664799996,88.0
73T,21+,1,2565.0,89952.84170159999,208.0
73T,3-5,0,284.0,8408.890252,0.0
73T,3-5,1,1145.0,34632.840991,32.0
73T,6-10,0,317.0,9516.630312,11.0
73T,6-10,1,1330.0,40716.271160000004,37.0
73T,na,0,208.0,7544.430193,18.0
73T,na,1,493.0,15512.830379800002,21.0
73X,0-2,1,37.0,963.0799976000001,0.0
73X,11-20,0,31.0,880.0400026,0.0
73X,11-20,1,197.0,6696.9600494,0.0
73X,21+,0,781.0,30593.1301725,74.0
73X,21+,1,3597.0,128500.88971768,325.0
73X,3-5,1,20.0,629.359993,0.0
73X,6-10,0,18.0,504.2399964,0.0
73X,6-10,1,73.0,2431.9999884,5.0
73X,na,0,757.0,25615.0901297,40.0
73X,na,1,2441.0,74655.15978668,62.0
74P,0-2,0,13294.0,508947.88379032,1292.0
74P,0-2,1,18354.0,721953.99530844,1259.0
74P,11-20,0,919.0,48388.2001759,209.0
74P,11-20,1,4693.0,230211.9598527,850.0
74P,21+,0,289.0,15586.23012,61.0
74P,21+,1,1628.0,83859.2699856,326.0
74P,3-5,0,471.0,18410.1101662,34.0
74P,3-5,1,1843.0,80649.6901266,253.0
74P,6-10,0,516.0,25554.6102039,116.0
74P,6-10,1,2534.0,118587.0003316,412.0
75A,0-2,0,83.0,4087.8500400000003,6.0
75A,0-2,1,464.0,26870.760187999997,70.0
75A,11-20,0,179.0,11947.080124999999,52.0
75A,11-20,1,1299.0,88590.09045599999,461.0
75A,21+,0,234.0,16749.290082,116.0
75A,21+,1,737.0,50478.920265,281.0
75A,3-5,0,91.0,5252.4100579999995,9.0
75A,3-5,1,484.0,30757.740249,133.0
75A,6-10,0,161.0,10177.420044999999,33.0
75A,6-10,1,675.0,42558.360211,147.0
75A,na,0,116.0,6064.0101159999995,0.0
75A,na,1,861.0,45717.520292,5.0
75B,0-2,0,54.0,2979.239994,0.0
75B,0-2,1,951.0,55242.729994,5.0
75B,11-20,0,205.0,12310.620025,17.0
75B,11-20,1,2954.0,177286.09987600002,224.0
75B,21+,0,487.0,29401.180033,57.0
75B,21+,1,3420.0,207133.899932,396.0
75B,3-5,0,71.0,4137.17,0.0
75B,3-5,1,1035.0,60109.96995300001,16.0
75B,6-10,0,124.0,7225.4800000000005,0.0
75B,6-10,1,1539.0,91030.45990799999,55.0
75B,na,1,67.0,3904.09,0.0
75D,0-2,0,36.0,1834.200036,0.0
75D,0-2,1,684.0,34932.690657,0.0
75D,11-20,0,101.0,5759.980115,5.0
75D,11-20,1,1388.0,76547.27132,90.0
75D,21+,0,645.0,39845.210471000006,148.0
75D,21+,1,3357.0,187199.39241200002,400.0
75D,3-5,0,69.0,3530.900064,0.0
75D,3-5,1,702.0,35967.030688,0.0
75D,6-10,0,113.0,5881.640111000001,0.0
75D,6-10,1,1099.0,58681.00103100001,44.0
75D,na,0,29.0,1495.9700229999999,0.0
75D,na,1,297.0,14225.5602605,0.0
75F,0-2,0,32.0,1512.610022,0.0
75F,0-2,1,352.0,15974.560043999998,7.0
75F,11-20,0,144.0,6631.9600315,18.0
75F,11-20,1,1171.0,54264.1502586,72.0
75F,21+,0,1264.0,68965.940228,290.0
75F,21+,1,4763.0,243744.6099454,828.0
75F,3-5,0,37.0,1675.3700159999999,0.0
75F,3-5,1,390.0,18211.020121999998,9.0
75F,6-10,0,67.0,3116.820026,0.0
75F,6-10,1,724.0,33178.8501778,34.0
75F,na,0,206.0,11623.750052,50.0
75F,na,1,295.0,14808.380019,47.0
75H,0-2,0,251.0,16792.370189,79.0
75H,0-2,1,5423.0,360445.24277,631.0
75H,11-20,0,937.0,65178.679842,390.0
75H,11-20,1,6069.0,410053.3482785,2022.0
75H,21+,0,1233.0,80596.4004288,411.0
75H,21+,1,4144.0,272905.8313635,1589.0
75H,3-5,0,442.0,30691.390081999998,110.0
75H,3-5,1,5680.0,376607.812653,652.0
75H,6-10,0,628.0,43358.169523000004,174.0
75H,6-10,1,7313.0,480206.891283,988.0
75H,na,0,288.0,18231.519513,0.0
75H,na,1,2362.0,152269.09544,6.0
75HS,21+,0,86.0,4502.960086,0.0
75HS,21+,1,198.0,9676.600149999998,0.0
75HS,na,0,3466.0,186969.36255299998,34.0
75HS,na,1,21312.0,1138483.6878705,148.0
75J,0-2,0,68.0,3078.439985,0.0
75J,0-2,1,451.0,22377.329847999998,0.0
75J,11-20,0,150.0,8194.819984,10.0
75J,11-20,1,1329.0,72524.189296,91.0
75J,21+,0,262.0,14114.819958,19.0
75J,21+,1,1352.0,72126.389395,140.0
75J,3-5,0,81.0,4081.8499789999996,0.0
75J,3-5,1,470.0,24175.129756000002,5.0
75J,6-10,0,77.0,3959.639961,0.0
75J,6-10,1,541.0,28208.57966,7.0
75J,na,1,44.0,2349.479961,0.0
75L,0-2,0,213.0,8893.1599286,6.0
75L,0-2,1,1848.0,83657.2285875,84.0
75L,11-20,0,512.0,25885.299754,60.0
75L,11-20,1,4212.0,216252.90742000003,489.0
75L,21+,0,870.0,43460.66949,107.0
75L,21+,1,4089.0,203508.58750340002,410.0
75L,3-5,0,259.0,10984.509796,0.0
75L,3-5,1,1735.0,83350.258631,144.0
75L,6-10,0,371.0,17009.859760000003,12.0
75L,6-10,1,2738.0,134566.8580476,276.0
75L,na,0,102.0,4237.4499430000005,0.0
75L,na,1,444.0,18834.899644,8.0
75M,0-2,0,74.0,3121.52005,0.0
75M,0-2,1,860.0,38055.370813999994,0.0
75M,11-20,0,139.0,6359.110118,6.0
75M,11-20,1,1809.0,85140.201654,42.0
75M,21+,0,530.0,24716.960373,22.0
75M,21+,1,2259.0,105993.94187800001,75.0
75M,3-5,0,87.0,3796.0900759999995,0.0
75M,3-5,1,898.0,39911.090829,0.0
75M,6-10,0,95.0,4130.580081,0.0
75M,6-10,1,1192.0,54054.211135,11.0
75M,na,0,28.0,1203.700022,0.0
75M,na,1,212.0,9153.330173999999,0.0
75N,0-2,0,1065.0,36799.539854999995,5.0
75N,0-2,1,11296.0,421699.00770629995,11.0
75N,11-20,0,1839.0,79872.8197337,149.0
75N,11-20,1,15747.0,673709.1060942,788.0
75N,21+,0,1622.0,73434.5698432,166.0
75N,21+,1,9207.0,398417.7283658,593.0
75N,3-5,0,1592.0,59771.949814499996,11.0
75N,3-5,1,8919.0,338796.0976688,41.0
75N,6-10,0,1426.0,55500.0197801,37.0
75N,6-10,1,10006.0,398370.6973126,219.0
75N,na,0,301.0,10953.3799067,6.0
75N,na,1,1932.0,73453.6794175,16.0
75O,0-2,0,464.0,18551.2701287,12.0
75O,0-2,1,3076.0,128861.8102357,197.0
75O,11-20,0,518.0,25329.4599559,87.0
75O,11-20,1,4540.0,240766.1495883,753.0
75O,21+,0,752.0,44738.79989,168.0
75O,21+,1,4046.0,234284.4292397,711.0
75O,3-5,0,276.0,11481.350098,5.0
75O,3-5,1,1983.0,91244.0702502,205.0
75O,6-10,0,388.0,16320.260030000001,28.0
75O,6-10,1,2979.0,146569.1098132,410.0
75O,na,0,71.0,2181.3199895000002,5.0
75O,na,1,264.0,8252.7199671,7.0
75P,0-2,0,573.0,26346.9602037,27.0
75P,0-2,1,6974.0,378861.5335858,303.0
75P,11-20,0,1428.0,85221.6603168,236.0
75P,11-20,1,14849.0,885760.7827763,2029.0
75P,21+,0,2004.0,126141.4503426,508.0
75P,21+,1,9520.0,572283.8115515,1595.0
75P,3-5,0,492.0,26823.420254999997,41.0
75P,3-5,1,6060.0,342842.94259,471.0
75P,6-10,0,818.0,46101.2002995,79.0
75P,6-10,1,10268.0,596232.4633832,1078.0
75P,na,1,49.0,2842.630022,6.0
75R,0-2,1,386.0,14918.900772,0.0
75R,11-20,0,48.0,1855.200096,0.0
75R,11-20,1,817.0,33687.281505000006,12.0
75R,21+,0,178.0,8210.590217,11.0
75R,21+,1,784.0,34325.0908835,42.0
75R,3-5,0,42.0,1623.300084,0.0
75R,3-5,1,362.0,13982.780712,0.0
75R,6-10,0,63.0,2434.950126,0.0
75R,6-10,1,633.0,25252.711194,6.0
75R,na,0,16.0,618.400032,0.0
75R,na,1,123.0,4780.890228,0.0
75SA,0-2,0,168.0,6316.53993,0.0
75SA,0-2,1,2254.0,85087.47858,0.0
75SA,11-20,0,566.0,23737.709861,13.0
75SA,11-20,1,4591.0,204218.148094,281.0
75SA,21+,0,975.0,44313.219872,80.0
75SA,21+,1,3798.0,170962.4691975,266.0
75SA,3-5,0,224.0,8425.739898,0.0
75SA,3-5,1,2090.0,82217.368829,45.0
75SA,6-10,0,310.0,11811.769879,0.0
75SA,6-10,1,2882.0,120168.348444,113.0
75SA,na,0,14.0,518.0,0.0
75SA,na,1,145.0,6114.109994,0.0
75SB,0-2,0,39.0,1440.6100000000001,0.0
75SB,0-2,1,744.0,28030.99997,5.0
75SB,11-20,0,109.0,4088.3699850000003,0.0
75SB,11-20,1,1435.0,58813.100061000005,34.0
75SB,21+,0,279.0,11443.209962,13.0
75SB,21+,1,1187.0,48743.839991,31.0
75SB,3-5,0,52.0,1919.6499999999999,0.0
75SB,3-5,1,765.0,29803.900049000003,5.0
75SB,6-10,0,65.0,2395.3599999999997,0.0
75SB,6-10,1,1011.0,39955.130033,18.0
75SB,na,1,93.0,3637.900012,0.0
75SD,0-2,0,113.0,4169.249951999999,0.0
75SD,0-2,1,1276.0,47556.209037,6.0
75SD,11-20,0,462.0,18189.789783,11.0
75SD,11-20,1,4312.0,178819.297621,166.0
75SD,21+,0,1215.0,48582.12925,47.0
75SD,21+,1,3072.0,123051.6783578,114.0
75SD,3-5,0,121.0,4427.4699279999995,0.0
75SD,3-5,1,1459.0,56580.719033,18.0
75SD,6-10,0,229.0,8366.509849,0.0
75SD,6-10,1,2632.0,107380.298475,104.0
75SD,na,0,65.0,2375.399955,0.0
75SD,na,1,170.0,6719.009913,8.0
75SP,0-2,0,38.0,1410.83,0.0
75SP,0-2,1,550.0,21528.929985,6.0
75SP,11-20,0,59.0,2185.24999,0.0
75SP,11-20,1,930.0,41255.340082,44.0
75SP,21+,0,295.0,12425.819972,14.0
75SP,21+,1,1313.0,58497.4700507,77.0
75SP,3-5,0,35.0,1297.07,0.0
75SP,3-5,1,538.0,21667.70003,5.0
75SP,6-10,0,46.0,1704.239988,0.0
75SP,6-10,1,773.0,34579.460029,59.0
75SP,na,1,22.0,816.0699999999999,0.0
75SX,0-2,0,75.0,2902.189971,0.0
75SX,0-2,1,1233.0,52174.879216,30.0
75SX,11-20,0,57.0,2186.919962,0.0
75SX,11-20,1,670.0,30458.029606000004,30.0
75SX,21+,0,2965.0,141341.789505,379.0
75SX,21+,1,12252.0,555357.4172207,1012.0
75SX,3-5,0,53.0,2027.829969,0.0
75SX,3-5,1,1037.0,45285.239466,46.0
75SX,6-10,0,65.0,2682.649967,0.0
75SX,6-10,1,1059.0,49156.059622,82.0
75SX,na,0,15.0,587.9999949999999,0.0
75SX,na,1,116.0,4569.2300190000005,0.0
75T,0-2,0,20.0,558.820006,0.0
75T,0-2,1,208.0,5826.08,0.0
75T,11-20,0,129.0,3613.2900000000004,0.0
75T,11-20,1,514.0,16453.240046000003,14.0
75T,21+,0,417.0,13741.390046800001,28.0
75T,21+,1,1076.0,34736.110121000005,40.0
75T,3-5,0,42.0,1176.42,0.0
75T,3-5,1,127.0,3557.27,0.0
75T,6-10,0,51.0,1428.51,0.0
75T,6-10,1,129.0,3613.2900000000004,0.0
75T,na,0,28.0,783.130005,0.0
75T,na,1,51.0,1428.51,0.0
75V,0-2,0,91.0,3037.5998419999996,0.0
75V,0-2,1,662.0,23009.438701,10.0
75V,11-20,0,517.0,18293.079056,5.0
75V,11-20,1,984.0,40871.478445,89.0
75V,21+,0,969.0,37128.04846,46.0
75V,21+,1,1504.0,60467.877914000004,121.0
75V,3-5,0,207.0,6984.599603999999,0.0
75V,3-5,1,560.0,19770.738937000002,8.0
75V,6-10,0,396.0,14087.759279,10.0
75V,6-10,1,858.0,32894.878477,44.0
75V,na,0,444.0,15343.779186,0.0
75V,na,1,1377.0,49460.247508,15.0
75X,0-2,0,47.0,2066.0800016,11.0
75X,0-2,1,629.0,40656.0201977,270.0
75X,11-20,0,520.0,27570.9001139,142.0
75X,11-20,1,2659.0,148617.1700364,785.0
75X,21+,0,176.0,7577.8100099,33.0
75X,21+,1,977.0,40590.2099098,160.0
75X,3-5,0,57.0,2768.0100284,13.0
75X,3-5,1,772.0,49029.87041,298.0
75X,6-10,0,262.0,14878.770059299999,103.0
75X,6-10,1,1653.0,99248.96017070001,543.0
75X,na,0,562.0,20172.6200682,40.0
75X,na,1,2461.0,86642.3696649,113.0
75Y,0-2,0,221.0,5800.159886,0.0
75Y,0-2,1,3814.0,113294.3980972,57.0
75Y,11-20,0,229.0,8457.3799535,19.0
75Y,11-20,1,2373.0,85428.01923779999,167.0
75Y,21+,0,18.0,724.0799939999999,0.0
75Y,21+,1,176.0,5801.009946,6.0
75Y,3-5,0,154.0,4181.4399248,0.0
75Y,3-5,1,2356.0,72105.0690472,61.0
75Y,6-10,0,170.0,5833.279936,7.0
75Y,6-10,1,2529.0,85934.0091242,142.0
83H,0-2,0,1086.0,53062.2603894,217.0
83H,0-2,1,2122.0,109760.7404529,448.0
83H,11-20,0,1937.0,119886.3503689,762.0
83H,11-20,1,4973.0,296285.31070218,1790.0
83H,21+,0,811.0,52992.7401466,359.0
83H,21+,1,2271.0,139084.94036018001,860.0
83H,3-5,0,996.0,59377.7503568,363.0
83H,3-5,1,1892.0,109820.0606681,609.0
83H,6-10,0,1401.0,90820.1103035,583.0
83H,6-10,1,2928.0,182960.3808046,1169.0
83H,na,0,80.0,3114.0300584,12.0
83H,na,1,159.0,5431.7999794,13.0
83R,0-2,0,1531.0,42353.8203268,22.0
83R,0-2,1,5017.0,139693.1308705,72.0
83R,11-20,0,8063.0,301532.46216273,757.0
83R,11-20,1,21401.0,807799.08423773,1999.0
83R,21+,0,12313.0,508241.84316217,1591.0
83R,21+,1,31466.0,1253096.82407464,3866.0
83R,3-5,0,1718.0,51765.6104816,30.0
83R,3-5,1,4320.0,128357.24087114,96.0
83R,6-10,0,3447.0,113535.51102747,135.0
83R,6-10,1,8414.0,275782.38189672,396.0
83R,na,0,957.0,26519.2901901,28.0
83R,na,1,2479.0,68128.90027822,58.0
83T,0-2,0,1868.0,46378.20088614,7.0
83T,0-2,1,4933.0,121314.84201061999,25.0
83T,11-20,0,5241.0,126031.60269662,75.0
83T,11-20,1,10136.0,263276.00383933,314.0
83T,21+,0,6435.0,180907.5225964,248.0
83T,21+,1,11996.0,349015.28356395,646.0
83T,3-5,0,2243.0,52163.48113622,5.0
83T,3-5,1,4512.0,104818.17135733001,38.0
83T,6-10,0,3599.0,82537.00188811,17.0
83T,6-10,1,6851.0,161065.45209297,63.0
83T,na,0,549.0,12383.7500871,0.0
83T,na,1,1061.0,25312.58012308,5.0
83X,0-2,0,1080.0,39847.3102638,34.0
83X,0-2,1,3912.0,149911.30173426,157.0
83X,11-20,0,1946.0,88957.3202665,309.0
83X,11-20,1,5166.0,226903.85049869,731.0
83X,21+,0,9665.0,423103.94038067,1680.0
83X,21+,1,29354.0,1183883.39928927,3710.0
83X,3-5,0,1502.0,61156.9803829,93.0
83X,3-5,1,3466.0,141091.20131041,259.0
83X,6-10,0,2812.0,119606.47048418,306.0
83X,6-10,1,5986.0,247768.43153538,638.0
83X,na,0,2697.0,97069.42027814,286.0
83X,na,1,6584.0,220102.68994064,487.0
84P,0-2,0,1119.0,46189.080488,128.0
84P,0-2,1,1722.0,80608.4504785,337.0
84P,11-20,0,613.0,37729.140296900005,202.0
84P,11-20,1,1729.0,102192.3304907,581.0
84P,21+,0,101.0,6979.700094000001,44.0
84P,21+,1,360.0,23974.290116,179.0
84P,3-5,0,177.0,7113.2001249,23.0
84P,3-5,1,438.0,22453.0902079,119.0
84P,6-10,0,375.0,20987.8702573,96.0
84P,6-10,1,950.0,52905.54033296,282.0
85P,0-2,1,35.0,1592.510024,0.0
85P,11-20,0,65.0,5008.41997,55.0
85P,11-20,1,1964.0,146120.0688551,1650.0
85P,21+,0,596.0,39214.3301132,279.0
85P,21+,1,2582.0,163767.7702427,1446.0
85P,3-5,1,53.0,3940.3399259999997,45.0
85P,6-10,1,397.0,30255.239457,376.0
85P,na,1,22.0,907.55999,5.0
85T,0-2,0,272.0,11226.8602235,17.0
85T,0-2,1,724.0,24167.400484399997,88.0
85T,11-20,0,785.0,40568.12057186,164.0
85T,11-20,1,2775.0,132618.28116132,664.0
85T,21+,0,512.0,24371.760140000002,74.0
85T,21+,1,1354.0,65023.50025318,260.0
85T,3-5,0,287.0,11740.090281,29.0
85T,3-5,1,1267.0,40319.4107114,154.0
