"term","rb_x_high_x_young","m01_x_high_x_young","m02_x_high_x_young","m03_x_high_x_young","m04_x_high_x_young","m05_x_high_x_young","m06_x_high_x_young","m07_x_high_x_young","m08_x_high_x_young","m09_x_high_x_young","m10_x_high_x_young","m11_x_high_x_young","pm_2022_12_x_high_x_young","pm_2023_01_x_high_x_young","pm_2023_02_x_high_x_young","pm_2023_03_x_high_x_young","pm_2023_04_x_high_x_young","pm_2023_05_x_high_x_young","pm_2023_06_x_high_x_young","pm_2023_07_x_high_x_young","pm_2023_08_x_high_x_young","pm_2023_09_x_high_x_young","pm_2023_10_x_high_x_young","pm_2023_11_x_high_x_young","pm_2023_12_x_high_x_young","pm_2024_01_x_high_x_young","pm_2024_02_x_high_x_young","pm_2024_03_x_high_x_young","pm_2024_04_x_high_x_young","pm_2024_05_x_high_x_young","pm_2024_06_x_high_x_young","pm_2024_07_x_high_x_young","pm_2024_08_x_high_x_young","pm_2024_09_x_high_x_young","pm_2024_10_x_high_x_young","pm_2024_11_x_high_x_young","pm_2024_12_x_high_x_young","pm_2025_01_x_high_x_young","pm_2025_02_x_high_x_young","pm_2025_03_x_high_x_young","pm_2025_04_x_high_x_young","pm_2025_05_x_high_x_young","pm_2025_06_x_high_x_young"
"pm_2024_01_x_high_x_young",7.8157527625191e-06,5.65037381500905e-06,2.10216789919202e-06,3.56251535758928e-06,7.82363943007593e-07,-8.32381581159668e-07,4.04658759820497e-06,-2.99460382116207e-06,-2.50755084707004e-06,4.71721742466089e-07,1.99050336619195e-06,1.13270525670891e-06,6.98817497832986e-06,3.33985937633776e-05,3.31835662263871e-05,3.27830891859732e-05,3.74480012144926e-05,3.93286035690109e-05,4.04231192149641e-05,4.30237037365109e-05,4.53685030304678e-05,4.72628164979164e-05,4.65826964149419e-05,5.12119381596674e-05,5.36195618322098e-05,7.69187128107183e-05,7.03180162019731e-05,6.9712785156758e-05,7.48645075342189e-05,7.46153610794224e-05,7.39717797476019e-05,7.6206199044989e-05,7.68351345283972e-05,7.53569276260595e-05,7.76950939131878e-05,7.22645018721675e-05,7.7780946219232e-05,9.52521192256064e-05,8.6425501535655e-05,8.84681813065565e-05,8.89678578139375e-05,8.97714373884843e-05,5.19192964377339e-05
"pm_2024_02_x_high_x_young",8.75368672914184e-06,1.22783694806089e-05,-2.01731360995869e-06,3.86012017142091e-06,-2.70889835507137e-07,-3.1850928483227e-07,3.25342912949998e-06,-2.8145969108786e-06,-1.36328504290056e-06,-7.48772034523003e-07,1.4724311505322e-06,1.64300238599846e-06,7.98207302172579e-06,3.36280070906486e-05,3.92523052459702e-05,3.50711261564364e-05,4.0088828235845e-05,4.14248119989099e-05,4.31050314624956e-05,4.51839171628171e-05,4.79579261799753e-05,5.08486813575404e-05,4.95368619936011e-05,5.40099399310316e-05,5.59825439562975e-05,7.03180162019731e-05,8.12889720720536e-05,7.5537442477041e-05,8.12908032827229e-05,8.03199308980616e-05,7.94261472427941e-05,8.16106887337582e-05,8.13748694505022e-05,8.15866694011172e-05,8.18845858913298e-05,8.26140738611561e-05,8.28585487995051e-05,9.29345823032431e-05,0.000103158887469376,9.44449957400148e-05,9.71909971715837e-05,9.7499426756757e-05,4.81127015989936e-05
"pm_2024_03_x_high_x_young",8.89288177803532e-06,1.21170212054635e-05,1.86715632615069e-06,2.82642955021612e-06,-1.0771741509034e-06,-7.57035182573654e-07,3.63202328549845e-06,-2.02898808676268e-06,-3.44588328278708e-07,1.08546439609093e-06,1.75239445963449e-06,1.24398224909547e-06,7.75463753160472e-06,3.18881866292698e-05,3.44930363281567e-05,3.51511803776239e-05,3.95391568958596e-05,4.14032646415207e-05,4.27484125927878e-05,4.51190317000658e-05,4.76757673263289e-05,4.94212227865943e-05,4.95336084078972e-05,5.38489421153883e-05,5.61645987364165e-05,6.9712785156758e-05,7.5537442477041e-05,7.74774957449967e-05,8.12836578446834e-05,8.03778149578026e-05,8.02980622878286e-05,8.19462412001126e-05,8.20538950334542e-05,8.14123135476534e-05,8.23673983394266e-05,8.26431015392127e-05,8.41646365067175e-05,9.40947060860046e-05,9.86600833354495e-05,9.67187762189432e-05,9.86072656010542e-05,9.9406430782111e-05,5.95351799929654e-05
"pm_2024_04_x_high_x_young",2.03016227223726e-05,1.2191396836235e-05,5.45763115617438e-06,7.62724494188386e-06,-5.90925246527318e-06,-3.23425777837528e-06,1.49252571976236e-06,-3.75420178178975e-06,-1.45055612156827e-06,3.79860984453279e-07,9.72674810458612e-07,7.45336059106803e-07,6.11071946475094e-06,3.32838775364749e-05,3.42382048707509e-05,3.41017788748933e-05,4.82614736975882e-05,4.59938864736067e-05,4.95872551012925e-05,5.08478069525941e-05,5.22998059765025e-05,5.40544014274392e-05,5.41840680431799e-05,5.86536390293754e-05,5.98124948917549e-05,7.48645075342189e-05,8.12908032827229e-05,8.12836578446834e-05,9.80666625822963e-05,9.33632562168133e-05,9.20279020574997e-05,9.35399618085918e-05,9.33430213081538e-05,9.23373317600153e-05,9.33291758824825e-05,9.37935032037544e-05,9.31987330510161e-05,0.000104444382405172,0.000108996667312543,0.000105364897455467,0.000116374151652401,0.000114034044000163,5.4102700938208e-05
"pm_2024_05_x_high_x_young",1.93427949114612e-05,1.27780582134499e-05,4.75472155508117e-06,7.08359636197228e-06,-3.38349404135991e-06,-1.20853293931264e-05,1.07919752088841e-06,-5.13962040453764e-06,-2.5609061147618e-06,-7.8850086432347e-07,7.45790288723807e-07,-1.55000495291013e-07,5.29777139277063e-06,3.29616912046751e-05,3.3887623696776e-05,3.35024381483912e-05,4.46065919037808e-05,6.32099486719859e-05,4.80287621052866e-05,5.04555811862198e-05,5.21916015878494e-05,5.41614521665282e-05,5.32346879072453e-05,5.88011531177622e-05,5.90955173590481e-05,7.46153610794224e-05,8.03199308980616e-05,8.03778149578026e-05,9.33632562168133e-05,0.000110399701101236,9.27559994461634e-05,9.49013222791659e-05,9.43885555942365e-05,9.31925351406644e-05,9.48797199090561e-05,9.47940049225044e-05,9.41127258083726e-05,0.000105959763944074,0.000110087118278736,0.000106716699087007,0.000114669343524264,0.000123942507590844,6.46609777367567e-05
"pm_2024_06_x_high_x_young",1.67697746231917e-05,1.3689593997255e-05,6.07738654484423e-06,7.75106466241712e-06,-1.22020488510098e-06,-2.67086837537382e-06,1.55441583591192e-06,-4.17669212052685e-06,-2.10346456593262e-06,-5.3472721149963e-08,3.32956107611888e-06,7.65187578824105e-07,6.44000191952981e-06,3.29274155641789e-05,3.37527864414709e-05,3.40281184466949e-05,4.45210657481283e-05,4.67291145420878e-05,4.92763661342294e-05,5.10623339523797e-05,5.29553670329598e-05,5.49041336687018e-05,5.24041461142679e-05,5.94428794085131e-05,6.07338232972776e-05,7.39717797476019e-05,7.94261472427941e-05,8.02980622878286e-05,9.20279020574997e-05,9.27559994461634e-05,9.58711205287903e-05,9.54015677396749e-05,9.54052552759165e-05,9.3832472599782e-05,9.43951341431224e-05,9.55455025184593e-05,9.62426861676014e-05,0.000105112986051589,0.000110205312139743,0.000107053177472937,0.000114380936055851,0.000116031765240288,6.89177136928373e-05
"pm_2024_07_x_high_x_young",1.64497813517257e-05,1.54278868326694e-05,7.00133740851181e-06,8.55734968878538e-06,-3.65409576328357e-07,-1.93572759564209e-06,3.75243477097999e-06,-4.46601005700796e-06,-1.86497270653556e-06,4.77062345347349e-07,2.42184454668735e-06,7.46434816229957e-07,6.78569022319796e-06,3.3720256308506e-05,3.45637769477636e-05,3.46884277527916e-05,4.43222790951933e-05,4.72233831076464e-05,4.89576603486318e-05,5.31204148600912e-05,5.46494116240088e-05,5.62289057533917e-05,5.4744794333635e-05,6.07393630387164e-05,6.25698282434818e-05,7.6206199044989e-05,8.16106887337582e-05,8.19462412001126e-05,9.35399618085918e-05,9.49013222791659e-05,9.54015677396749e-05,0.000101194684196387,9.93031701333561e-05,9.75772860180968e-05,9.93369961572233e-05,9.97501469152764e-05,0.000100342639110715,0.000110475106000678,0.00011520028747351,0.00011148430162785,0.000117743244028845,0.000119911312188409,6.7249191122235e-05
"pm_2024_08_x_high_x_young",1.50935202293191e-05,1.42107822744973e-05,7.36077319037854e-06,8.75397037816385e-06,3.12769847281737e-07,-1.15677676682682e-06,4.67671267494264e-06,-3.245529820156e-06,-1.8437190494584e-06,5.19690269987128e-07,2.59718438013341e-06,8.6075213800638e-07,7.23780291479115e-06,3.34043328329026e-05,3.44375988161107e-05,3.48490967431171e-05,4.43417232560977e-05,4.70927096789807e-05,4.90919854081282e-05,5.26863716735903e-05,5.51113489362723e-05,5.68053389464855e-05,5.50694110175587e-05,6.11861082395418e-05,6.31438238685429e-05,7.68351345283972e-05,8.13748694505022e-05,8.20538950334542e-05,9.33430213081538e-05,9.43885555942365e-05,9.54052552759165e-05,9.93031701333561e-05,0.000101436125855275,9.91569897920024e-05,0.000100409632091594,0.000100454170677302,0.000101942084813758,0.000110952934927258,0.000114191511035477,0.000111975896596445,0.000118667339585985,0.000120567274398755,6.76755947568633e-05
"pm_2024_09_x_high_x_young",1.37514529838932e-05,1.5498684520073e-05,7.17620845305078e-06,9.4355569167876e-06,1.45500335605307e-06,4.64700388836341e-07,5.93546392056586e-06,-1.76829018744479e-06,-5.05583644157844e-07,1.61064262397518e-07,2.2536344749968e-06,1.12101689581085e-06,7.33661125374425e-06,3.26066120363829e-05,3.42998337881079e-05,3.39069015734403e-05,4.28411205225804e-05,4.52265046616152e-05,4.76262096902123e-05,5.08223641650634e-05,5.33332836982209e-05,5.69362913294168e-05,5.52805519482542e-05,6.10434911971997e-05,6.28608408160476e-05,7.53569276260595e-05,8.15866694011172e-05,8.14123135476534e-05,9.23373317600153e-05,9.31925351406644e-05,9.3832472599782e-05,9.75772860180968e-05,9.91569897920024e-05,0.000101342688869785,0.00010176683280975,0.000102468833603832,0.000103502042359069,0.000112061884865272,0.000117098822624552,0.000113514578955198,0.000119650284037248,0.000121216916399619,6.95254558670395e-05
"pm_2024_10_x_high_x_young",1.3358959563699e-05,1.51723404851695e-05,8.98704927942971e-06,1.05766502258167e-05,2.58673932690424e-06,9.22617073079703e-07,7.30753200629713e-06,-3.32824101563882e-07,1.0164790236812e-06,1.68499917703885e-06,-3.51303137022474e-07,1.02923041291569e-06,7.95361056425897e-06,3.35714678700763e-05,3.38650946498964e-05,3.37841420205778e-05,4.33605771194118e-05,4.5265471214593e-05,4.82545934176425e-05,5.10510333605785e-05,5.37752142424789e-05,5.71516267218345e-05,5.87735024769614e-05,6.29363908901579e-05,6.46256148133094e-05,7.76950939131878e-05,8.18845858913298e-05,8.23673983394266e-05,9.33291758824825e-05,9.48797199090561e-05,9.43951341431224e-05,9.93369961572233e-05,0.000100409632091594,0.00010176683280975,0.000110786994918638,0.000106292246432267,0.000107797840252794,0.000118041709913805,0.000120282376078188,0.00011746163613782,0.000122712306156484,0.000125127543400523,7.57570017218197e-05
"pm_2024_11_x_high_x_young",1.29894041618577e-05,2.00931065702259e-05,9.51695578247859e-06,1.13000512413807e-05,2.92047711099168e-06,1.94218241620366e-06,7.01811116606657e-06,-9.68598253421744e-07,2.49119851823022e-07,1.66077579699543e-06,2.47030022858233e-06,1.27635017078818e-06,7.32854890014391e-06,3.38941001289893e-05,3.3857118363893e-05,3.38947883735334e-05,4.31953473545748e-05,4.50489914783422e-05,4.73713699658301e-05,5.07276655040558e-05,5.33510025785019e-05,5.65980832448542e-05,5.70581297272503e-05,6.3365392307349e-05,6.49916943711419e-05,7.22645018721675e-05,8.26140738611561e-05,8.26431015392127e-05,9.37935032037544e-05,9.47940049225044e-05,9.55455025184593e-05,9.97501469152764e-05,0.000100454170677302,0.000102468833603832,0.000106292246432267,0.000115037770107527,0.000110149976048078,0.000112894526852908,0.000128904661940557,0.000119243151586424,0.000126361176449254,0.00012788777174176,8.38746181490135e-05
"pm_2024_12_x_high_x_young",9.34062550673187e-06,1.9550767496305e-05,1.176481352392e-05,1.28277653314008e-05,7.04073101077935e-06,5.76076313808795e-06,1.12973693376782e-05,3.38721679850257e-06,4.18269250834908e-06,5.49113751343316e-06,6.41923146462139e-06,4.3476494143068e-06,1.21796658859253e-05,3.3981118338176e-05,3.50946597707894e-05,3.58930904222017e-05,4.3080716674043e-05,4.51765965781043e-05,4.86578206961512e-05,5.20749515250673e-05,5.4758618821872e-05,5.7733306331859e-05,5.75220972259873e-05,6.41512462526012e-05,6.96701155327105e-05,7.7780946219232e-05,8.28585487995051e-05,8.41646365067175e-05,9.31987330510161e-05,9.41127258083726e-05,9.62426861676014e-05,0.000100342639110715,0.000101942084813758,0.000103502042359069,0.000107797840252794,0.000110149976048078,0.0001163754944883,0.00012007074820667,0.000124564761349722,0.00012227654586247,0.000126784717735573,0.00012895607999561,9.12687588623694e-05
"pm_2025_01_x_high_x_young",1.26955246353699e-05,9.30291743658102e-06,5.67442416699543e-06,7.93789857252181e-06,1.85815451782327e-06,7.30202528263045e-07,6.78593755476614e-06,-1.02939211787957e-07,3.16061872750103e-06,2.68483267038158e-06,1.92964097791397e-06,1.15555178817219e-06,8.68202298193889e-06,3.7894375957577e-05,3.78068652243747e-05,3.82448082591207e-05,4.51321567472634e-05,4.67125386465486e-05,5.01328798348988e-05,5.29892437348771e-05,5.54570176479675e-05,5.89372123499381e-05,5.82778518116175e-05,6.50195007399891e-05,6.79804335001667e-05,9.52521192256064e-05,9.29345823032431e-05,9.40947060860046e-05,0.000104444382405172,0.000105959763944074,0.000105112986051589,0.000110475106000678,0.000110952934927258,0.000112061884865272,0.000118041709913805,0.000112894526852908,0.00012007074820667,0.000169038120890366,0.000155956737026088,0.000158510299316037,0.000154659470649891,0.000156868354005047,0.000132047226670865
"pm_2025_02_x_high_x_young",1.22059307715882e-05,2.36850356415565e-05,2.52490628605267e-06,9.13758570978223e-06,2.40292826406035e-06,1.80735051162486e-06,6.08536696804622e-06,-1.97667971160405e-06,-2.81427080806631e-07,-1.31191736387379e-07,1.77221993558967e-06,2.01235402985758e-06,9.24444086285308e-06,4.2021557532458e-05,4.48282148220776e-05,4.0986934735014e-05,4.82413185196689e-05,4.95408232584566e-05,5.24290359157753e-05,5.52102238911777e-05,5.91261128123245e-05,6.34399540803294e-05,6.20562725943698e-05,6.93007662263783e-05,7.13709802045636e-05,8.6425501535655e-05,0.000103158887469376,9.86600833354495e-05,0.000108996667312543,0.000110087118278736,0.000110205312139743,0.00011520028747351,0.000114191511035477,0.000117098822624552,0.000120282376078188,0.000128904661940557,0.000124564761349722,0.000155956737026088,0.000181259342641807,0.000163500278040068,0.000162479265014011,0.000163731910657782,0.000139789412315577
"pm_2025_03_x_high_x_young",1.10807357192945e-05,1.46363496261035e-05,6.03614806151767e-06,7.48963949406482e-06,1.59763248358606e-06,1.5451831605976e-06,6.73631518827951e-06,4.12701085617434e-07,3.24474578177356e-06,2.91221510835286e-06,2.08347367160117e-06,1.25843846925788e-06,9.37197362832772e-06,3.75385283024692e-05,3.88056627680153e-05,4.10003587498395e-05,4.59671397797827e-05,4.82854924473357e-05,5.13891437802078e-05,5.41064069721611e-05,5.70425405858487e-05,5.9960008271019e-05,5.99384532134601e-05,6.66526409428552e-05,6.92682879518782e-05,8.84681813065565e-05,9.44449957400148e-05,9.67187762189432e-05,0.000105364897455467,0.000106716699087007,0.000107053177472937,0.00011148430162785,0.000111975896596445,0.000113514578955198,0.00011746163613782,0.000119243151586424,0.00012227654586247,0.000158510299316037,0.000163500278040068,0.000165190690749514,0.000161769702182187,0.000163929189188707,0.000146387369862958
"pm_2025_04_x_high_x_young",2.06838835700021e-05,1.6064601230803e-05,9.12868869491103e-06,1.15007682739367e-05,-3.1814305072436e-06,-9.15206559063892e-07,4.57410977690264e-06,-6.80264808206097e-07,2.66715963953388e-06,2.67487883445111e-06,1.91697401213561e-06,1.10176416678975e-06,8.37379146397447e-06,3.75381302578715e-05,3.76243064238803e-05,3.92860035069301e-05,5.37088505794441e-05,5.1890948042115e-05,5.70882937706517e-05,5.89329960748828e-05,6.04909665581961e-05,6.31203345456134e-05,6.30324831293539e-05,7.02669512258741e-05,7.14235961073156e-05,8.89678578139375e-05,9.71909971715837e-05,9.86072656010542e-05,0.000116374151652401,0.000114669343524264,0.000114380936055851,0.000117743244028845,0.000118667339585985,0.000119650284037248,0.000122712306156484,0.000126361176449254,0.000126784717735573,0.000154659470649891,0.000162479265014011,0.000161769702182187,0.000176192371792776,0.000174646979283032,0.000143671741167132
"pm_2025_05_x_high_x_young",1.9806784397566e-05,1.75962883729145e-05,8.78122712370246e-06,1.14056102522589e-05,-2.35936672468825e-07,-5.30615303522744e-06,4.80767998001904e-06,-1.21941601086407e-06,2.54737948681806e-06,2.1611471952184e-06,2.19775136798335e-06,5.41150054892449e-07,8.37441329840242e-06,3.77213730509678e-05,3.81521091567235e-05,3.96620305019235e-05,5.1815036392361e-05,6.22454582818512e-05,5.72197705853481e-05,6.01224795736844e-05,6.17703420513717e-05,6.47423610829829e-05,6.32690817358212e-05,7.13335631907167e-05,7.26003812208149e-05,8.97714373884843e-05,9.7499426756757e-05,9.9406430782111e-05,0.000114034044000163,0.000123942507590844,0.000116031765240288,0.000119911312188409,0.000120567274398755,0.000121216916399619,0.000125127543400523,0.00012788777174176,0.00012895607999561,0.000156868354005047,0.000163731910657782,0.000163929189188707,0.000174646979283032,0.000183434024646465,0.000156578264103483
"pm_2025_06_x_high_x_young",-7.67007254955925e-07,1.0920921986447e-05,-7.81099674172876e-06,9.5321778045686e-07,1.74598301324285e-06,-6.48043956765033e-06,-1.75850109053532e-05,1.03104272747993e-07,5.77577847449998e-06,7.3704477346332e-06,7.81767408928589e-06,4.58958219047848e-06,1.33079612584491e-05,3.97939127997306e-05,3.52471659912663e-05,4.01428307130674e-05,3.51035886845145e-05,4.25207342010511e-05,4.09771918038813e-05,4.27937024300575e-05,3.65777964836912e-05,3.61388704072359e-05,3.71815278194972e-05,4.36894977859832e-05,4.82728125873388e-05,5.19192964377339e-05,4.81127015989936e-05,5.95351799929654e-05,5.4102700938208e-05,6.46609777367567e-05,6.89177136928373e-05,6.7249191122235e-05,6.76755947568633e-05,6.95254558670395e-05,7.57570017218197e-05,8.38746181490135e-05,9.12687588623694e-05,0.000132047226670865,0.000139789412315577,0.000146387369862958,0.000143671741167132,0.000156578264103483,0.000903750368733571
