"term","rb_x_high_x_young","m01_x_high_x_young","m02_x_high_x_young","m03_x_high_x_young","m04_x_high_x_young","m05_x_high_x_young","m06_x_high_x_young","m07_x_high_x_young","m08_x_high_x_young","m09_x_high_x_young","m10_x_high_x_young","m11_x_high_x_young","pm_2022_12_x_high_x_young","pm_2023_01_x_high_x_young","pm_2023_02_x_high_x_young","pm_2023_03_x_high_x_young","pm_2023_04_x_high_x_young","pm_2023_05_x_high_x_young","pm_2023_06_x_high_x_young","pm_2023_07_x_high_x_young","pm_2023_08_x_high_x_young","pm_2023_09_x_high_x_young","pm_2023_10_x_high_x_young","pm_2023_11_x_high_x_young","pm_2023_12_x_high_x_young","pm_2024_01_x_high_x_young","pm_2024_02_x_high_x_young","pm_2024_03_x_high_x_young","pm_2024_04_x_high_x_young","pm_2024_05_x_high_x_young","pm_2024_06_x_high_x_young","pm_2024_07_x_high_x_young","pm_2024_08_x_high_x_young","pm_2024_09_x_high_x_young","pm_2024_10_x_high_x_young","pm_2024_11_x_high_x_young","pm_2024_12_x_high_x_young","pm_2025_01_x_high_x_young","pm_2025_02_x_high_x_young","pm_2025_03_x_high_x_young","pm_2025_04_x_high_x_young","pm_2025_05_x_high_x_young","pm_2025_06_x_high_x_young"
"pm_2024_02_x_high_x_young",2.41711858647238e-05,8.30972015293827e-05,-4.30233645869805e-05,-2.56760129854431e-05,-3.37872021353174e-05,-2.42633607194361e-05,-7.9783305289243e-07,-5.32541327974083e-05,-6.24239913740644e-05,-4.16862129108085e-05,-2.63425975512122e-05,-1.1900476285452e-05,1.60368165691137e-06,9.56256207517145e-05,0.000109549106247142,9.12843781109665e-05,0.000121060294834376,9.86517530321838e-05,0.000103774118032036,0.000111064341759709,0.000125061409076126,0.000121582809544439,0.000141223178453409,0.000138881894553163,0.000136823769685495,0.000160300194597141,0.000254577864379905,0.000198172360442162,0.000210679310360537,0.000194484377818862,0.000190629888036656,0.000196592013944145,0.000193132286688744,0.000188172037961264,0.000195858633729889,0.00023836083512367,0.000202119428784414,0.000186037163531744,0.00032573935198476,0.000227957100240902,0.00024565119034177,0.000224356319976892,0.000136375353080232
"pm_2024_03_x_high_x_young",1.07973466892102e-05,6.30399893879927e-05,-3.05479985978345e-05,-4.02099610009363e-05,-3.40247838974855e-05,-3.09466953593367e-05,7.2590861669539e-06,-2.97471052992982e-05,-4.19484418217689e-05,-2.27180433039294e-05,-1.82236992451241e-05,-4.70014663438206e-06,8.66732861907661e-06,8.59186678044151e-05,9.68164801043779e-05,0.000101374021688254,9.60341153510223e-05,0.000107464708623002,9.41332814040812e-05,9.98031856263287e-05,0.000112580530027652,0.000111782458813752,0.000131698962340092,0.000126451397660836,0.000140711150559191,0.000171080229543574,0.000198172360442162,0.000214621732475057,0.000201079184800739,0.000199080074360111,0.000185795460158993,0.000171179696176434,0.000175831323223844,0.000171832386848897,0.00018700892484594,0.000190052474743032,0.000181686221740949,0.000187769206485937,0.000237484939099369,0.000214945363043803,0.000213687083013138,0.000212635479310721,0.000121754144393072
"pm_2024_04_x_high_x_young",4.23042007554538e-05,5.808660702108e-05,-2.06649763724859e-05,-7.99826138769703e-06,-4.44430544986481e-05,-3.07485117539632e-05,1.38019006630786e-05,-2.73351695065896e-05,-3.63754227417477e-05,-1.76195058041118e-05,-1.97920590734265e-05,-2.10408678190112e-06,1.29508759380027e-05,9.70460041189573e-05,9.86650085112265e-05,8.74116304064442e-05,0.000139512470574613,0.000126266095763595,0.000117377254881868,0.000127752586113839,0.000130368130745859,0.000126102684771412,0.000148156112620362,0.000145145676225746,0.000154393123804459,0.000190948886235752,0.000210679310360537,0.000201079184800739,0.000264126510363856,0.000228928679833501,0.000209795403578821,0.000198293661661612,0.000201471732609532,0.000192503908689892,0.000210814433869169,0.000217994508415466,0.000199979927318776,0.000218759166848609,0.000280708149807141,0.000232525423793608,0.000283053548849504,0.00025504694789131,0.000174258063806201
"pm_2024_05_x_high_x_young",3.83416052576842e-05,6.47610746551955e-05,-2.86633441483482e-05,-1.85305705849518e-05,-4.03955784220212e-05,-5.99859312507063e-05,-3.7651172141307e-06,-4.44801113741717e-05,-5.753666760959e-05,-3.35082118630816e-05,-1.93810889702604e-05,-3.04296614951096e-06,1.39118748893918e-05,0.000100935326145733,0.000104536330914117,9.76465298421983e-05,0.000105307608024347,0.000153770530383052,0.000120514167312926,0.000122781655721349,0.000137083111218205,0.000132366659023357,0.000143360019126386,0.000147638085794715,0.00015160859482296,0.000176151331928686,0.000194484377818862,0.000199080074360111,0.000228928679833501,0.000255582585027042,0.00020659651842288,0.000202620278645299,0.000201981371494,0.000196225525288569,0.000209971360291328,0.000221603790084354,0.000186086538522458,0.000187961820282418,0.00028070009482428,0.000219918338250915,0.000252751088142502,0.000273042804100975,0.000154176772200977
"pm_2024_06_x_high_x_young",3.57398194522123e-05,4.51103432622362e-05,-1.18083918829991e-05,-6.29849897121614e-06,-2.57239693307434e-05,-2.61580678663183e-05,6.25845526285913e-06,-2.68035904829372e-05,-3.30095155858537e-05,-1.78428644760747e-05,-7.8467811785016e-06,-4.80119400027702e-06,1.04245652199309e-05,7.41983346289968e-05,8.2913457824413e-05,7.77218238635289e-05,0.000104343036382967,0.000107151089990609,0.000109814831375479,0.000116925477497172,0.000121313127846543,0.000117667613540367,0.000128101684951519,0.000135324665119775,0.000138793312412819,0.000154768944655558,0.000190629888036656,0.000185795460158993,0.000209795403578821,0.00020659651842288,0.000222585941944506,0.000197692694663654,0.000201259156215116,0.000190547973680325,0.000201855378827378,0.000214161564135265,0.000199936089223378,0.000190151414476751,0.000240372345645138,0.00020612754732298,0.000229143443279875,0.000223158399095712,0.000147327093394322
"pm_2024_07_x_high_x_young",3.47668105995994e-05,6.56204302815523e-05,-2.00697899870805e-05,-7.74422835024654e-06,-2.54484683175583e-05,-2.80960589888431e-05,-1.47331206954275e-07,-3.74707141180024e-05,-4.35400509626122e-05,-2.52532888180776e-05,-1.3675334773066e-05,-6.16917190133302e-06,7.06791217399192e-06,7.9318463856095e-05,8.67958639521785e-05,7.88939057977373e-05,0.000101067223049792,0.000108823673881194,0.000110891333696983,0.000120758415134903,0.000131492750454518,0.000121761093200286,0.000130063862455828,0.000135016655127176,0.000131867189574544,0.000133121676458888,0.000196592013944145,0.000171179696176434,0.000198293661661612,0.000202620278645299,0.000197692694663654,0.000224616570002338,0.000210727125684909,0.000201062403215924,0.000199978347797957,0.000237374855552839,0.000197103897135618,0.000172752262068585,0.000295779495846116,0.000215103763567448,0.000231489551470382,0.000230238543406568,0.000165458353295571
"pm_2024_08_x_high_x_young",3.05453754770631e-05,6.29131682566718e-05,-1.1214083303296e-05,-1.11369996677373e-07,-1.6406341877914e-05,-1.86522311394839e-05,1.36340749428584e-05,-2.59968281490846e-05,-3.66822068137594e-05,-1.87908948409309e-05,-9.62274291060108e-06,-3.92785612008827e-06,1.03184028163498e-05,8.18994070450815e-05,8.64652887019116e-05,7.79732111108366e-05,0.000105452193919066,0.000107609242579282,0.000107665154980611,0.000123295618090144,0.000132352407301009,0.000126331123760166,0.000134538117332923,0.000139475467161884,0.000140905491370995,0.000139388061374108,0.000193132286688744,0.000175831323223844,0.000201471732609532,0.000201981371494,0.000201259156215116,0.000210727125684909,0.00022270675855087,0.00020714299975578,0.000206824371258296,0.00024290768466022,0.000207340291002559,0.000169605051767586,0.00027545887197,0.00020424165281939,0.000231011165077169,0.000227349753961429,0.000164095220225591
"pm_2024_09_x_high_x_young",2.60727481997661e-05,6.74625591116657e-05,-1.08363535389315e-05,1.39075539165037e-08,-1.13674312972824e-05,-1.53083186516794e-05,1.33247705567551e-05,-2.39300902118791e-05,-3.31910916359306e-05,-2.29475821226874e-05,-1.31380089636807e-05,-3.34856139226836e-06,1.04219436001739e-05,7.8711358643374e-05,8.5409720601851e-05,7.69665582282387e-05,9.76452160216723e-05,0.000104247309341022,0.000103529112194961,0.000111453824931731,0.000123831283874411,0.000128085028647606,0.000134112968493846,0.000136732221472065,0.00013713384303997,0.000149157329632974,0.000188172037961264,0.000171832386848897,0.000192503908689892,0.000196225525288569,0.000190547973680325,0.000201062403215924,0.00020714299975578,0.000213453614432753,0.000208424329358421,0.000225112310196027,0.000206169312640055,0.000183473438170761,0.000262750068735397,0.000209162618120945,0.000228740586696827,0.000229377544979828,0.000172549168217424
"pm_2024_10_x_high_x_young",2.69943040714421e-05,8.58969071124506e-05,-6.26521475770889e-06,5.02868682511344e-07,-1.93484472975335e-05,-2.27243892907561e-05,1.40303339331767e-05,-3.13094030505068e-05,-4.36616859698423e-05,-2.5941875162938e-05,-3.02924119314758e-05,-4.2707586054187e-06,1.40405028301363e-05,8.83825925166314e-05,8.89719022036269e-05,8.27089115365552e-05,0.000110685069704113,0.000110855773811478,0.00010431973373331,0.000113376964432636,0.000125827723665739,0.000128233433548851,0.00015810025911233,0.000147281635743512,0.000152805045263298,0.000161270191854554,0.000195858633729889,0.00018700892484594,0.000210814433869169,0.000209971360291328,0.000201855378827378,0.000199978347797957,0.000206824371258296,0.000208424329358421,0.000254680241341261,0.000253925975062562,0.000229433032688376,0.000201674342759562,0.000286267388824324,0.000229353452294563,0.000254602197546657,0.000252338171599055,0.000203347032304399
"pm_2024_11_x_high_x_young",2.74922277398473e-05,0.000209771945947094,-2.09093103993855e-05,4.8365437612513e-06,-2.43454988417246e-05,-3.8435024476985e-05,-2.4647830425091e-05,-9.30833249452339e-05,-0.000121752861294329,-7.02141760484379e-05,-2.62854517612217e-05,-3.65468713536041e-06,1.51325409071358e-05,0.000139366944379158,0.000107135252808406,9.51269105391324e-05,0.000133496303710844,0.000117424719622513,0.000112444620686702,0.000128483293930671,0.000147458987905938,0.000129489751315568,0.000153193329231804,0.000159620984188663,0.000161610426465373,1.42303546411665e-05,0.00023836083512367,0.000190052474743032,0.000217994508415466,0.000221603790084354,0.000214161564135265,0.000237374855552839,0.00024290768466022,0.000225112310196027,0.000253925975062562,0.000503154116224559,0.000264599998870063,4.28575681245518e-05,0.000544701197053604,0.000208216738568092,0.000266852287545198,0.000249200970829266,0.00023657812349089
"pm_2024_12_x_high_x_young",1.9059796027128e-05,0.00010633301335778,1.56313140796559e-05,1.66298301803779e-05,5.69081524776079e-06,1.25693303770936e-05,2.76274384463526e-05,-1.11220120708681e-05,-2.63402600432945e-05,-6.26988656495904e-06,-1.05324097254331e-07,7.3163537194553e-06,2.59686184886385e-05,8.96674252628582e-05,8.39145832540185e-05,8.3447362010805e-05,0.000131299203546696,9.00204311690179e-05,0.000103084522577586,0.000110738332191553,0.000121270499511166,0.000119669759930371,0.000145003292745841,0.000144367275060659,0.000161529793841931,0.000152995574329761,0.000202119428784414,0.000181686221740949,0.000199979927318776,0.000186086538522458,0.000199936089223378,0.000197103897135618,0.000207340291002559,0.000206169312640055,0.000229433032688376,0.000264599998870063,0.000273134776662054,0.000207219231166738,0.000299047179790183,0.000246440955864654,0.000266560989370626,0.000249518786112039,0.000267565107893849
"pm_2025_01_x_high_x_young",2.61008420269107e-05,-7.33262331980658e-05,-2.41058903909491e-05,-2.68042086247228e-05,-2.40405867632078e-05,-5.04505014160936e-06,1.48755929580703e-05,5.38828318590873e-06,8.61661781716132e-06,9.11324738903594e-06,-7.81128982605345e-06,1.51090581307024e-06,1.29398635235715e-05,9.13055102033355e-05,8.65111614103539e-05,8.95266176992591e-05,0.000106950717950351,8.59647251754802e-05,9.67118341584466e-05,8.76565103576958e-05,8.57733134741625e-05,9.31516350011275e-05,0.000115560236880638,9.90110386828574e-05,0.000125542402837335,0.000344574220507324,0.000186037163531744,0.000187769206485937,0.000218759166848609,0.000187961820282418,0.000190151414476751,0.000172752262068585,0.000169605051767586,0.000183473438170761,0.000201674342759562,4.28575681245518e-05,0.000207219231166738,0.000601031217950424,0.000329734263810827,0.000501872995279606,0.000355865119228806,0.000335092463330768,0.000359727208659212
"pm_2025_02_x_high_x_young",3.78298987148611e-05,0.000270518065699835,-7.97344779984339e-05,-4.28894646880876e-05,-5.6436347358572e-05,-7.2637551188921e-05,-7.16261240038194e-05,-0.000163289640205521,-0.00021654089918959,-0.00013349771321324,-5.4453179114036e-05,-4.11476957305726e-06,8.44867040549888e-06,0.000224394305048893,0.000164858327167905,0.000145522591124871,0.000172596787806385,0.000150857621637339,0.000146081902834977,0.000128675631672733,0.000165738561100329,0.000133898214078392,0.000165150089144776,0.000156088691782512,0.000163492544153431,0.000103482464897723,0.00032573935198476,0.000237484939099369,0.000280708149807141,0.00028070009482428,0.000240372345645138,0.000295779495846116,0.00027545887197,0.000262750068735397,0.000286267388824324,0.000544701197053604,0.000299047179790183,0.000329734263810827,0.000975919406942059,0.000552538958812482,0.000466764255070614,0.000438661785679416,0.000469501724439376
"pm_2025_03_x_high_x_young",2.5266112167992e-05,4.95936026520891e-05,-3.749845205762e-05,-4.55616933306367e-05,-3.68402135914e-05,-2.65743826534349e-05,-1.75093677552122e-05,-4.78898195454187e-05,-6.72314855256771e-05,-3.84447792486028e-05,-2.42761772633966e-05,-2.00517351502673e-06,8.48538240296886e-06,0.000123002654759288,0.000104566119723031,0.000117684212102433,0.000125434253983658,0.000105288577257145,0.000113450447861254,9.33502349711397e-05,0.000111393202022361,0.000101040708854413,0.000131257947870172,0.000118004546113242,0.000133219827963547,0.000247775942831622,0.000227957100240902,0.000214945363043803,0.000232525423793608,0.000219918338250915,0.00020612754732298,0.000215103763567448,0.00020424165281939,0.000209162618120945,0.000229353452294563,0.000208216738568092,0.000246440955864654,0.000501872995279606,0.000552538958812482,0.000555931656513371,0.000405620966195231,0.000391292085984945,0.00041079366570856
"pm_2025_04_x_high_x_young",4.90079245455289e-05,8.75924839099188e-05,-2.67176956549679e-05,-1.57039440530614e-05,-4.89927405505715e-05,-3.14956030655928e-05,-9.6170174760355e-06,-5.11609685120994e-05,-6.73517575332872e-05,-3.83527002034731e-05,-3.11605729466045e-05,-3.58603488284897e-06,1.37551149044644e-05,0.000130905761300956,0.00010645540292778,9.98452404887299e-05,0.000165886763747815,0.0001305731142693,0.000129787009172751,0.000122242445594222,0.000133894528644386,0.000121374452491269,0.000153698071985355,0.000143243651344538,0.000151400795832649,0.000235763058214135,0.00024565119034177,0.000213687083013138,0.000283053548849504,0.000252751088142502,0.000229143443279875,0.000231489551470382,0.000231011165077169,0.000228740586696827,0.000254602197546657,0.000266852287545198,0.000266560989370626,0.000355865119228806,0.000466764255070614,0.000405620966195231,0.0004550797783592,0.000413996048034699,0.000424405342647346
"pm_2025_05_x_high_x_young",4.26411761837416e-05,8.56665869002107e-05,-3.43117641860353e-05,-2.61399361649372e-05,-4.0493714812783e-05,-5.79666184556375e-05,-2.01972963240114e-05,-5.60617545347642e-05,-7.67429754690902e-05,-4.6724877864284e-05,-2.81515225070263e-05,-2.82656366520388e-06,1.56542312864599e-05,0.000132967382377288,0.000116255418779805,0.000114988803215492,0.000139945943041043,0.000165458368595859,0.000139225931278852,0.000123290028485201,0.000147036147568593,0.000136139141385431,0.000151739716888044,0.000147986694533111,0.000153680919088132,0.000231322590638217,0.000224356319976892,0.000212635479310721,0.00025504694789131,0.000273042804100975,0.000223158399095712,0.000230238543406568,0.000227349753961429,0.000229377544979828,0.000252338171599055,0.000249200970829266,0.000249518786112039,0.000335092463330768,0.000438661785679416,0.000391292085984945,0.000413996048034699,0.000434548008681733,0.000421221505582653
"pm_2025_06_x_high_x_young",1.72690882929649e-05,3.79238823872428e-05,-0.000134187453349701,-5.4906914454434e-05,-6.42487798823448e-05,-7.54400542087313e-05,-0.000160281678268278,-6.44416262081418e-05,-8.20400577354548e-05,-3.64490482754736e-05,-1.36586924475128e-05,1.29647562329296e-05,3.63415124429977e-05,0.000151299759224699,0.000129368057838811,0.000121192060655665,0.000138286669548306,0.000129934038262341,9.02559637276614e-05,9.50428188949198e-05,8.28002929360689e-05,5.98300226615078e-05,6.1796394486425e-05,4.44244282344336e-05,7.36875184538831e-05,0.000157593638999201,0.000136375353080232,0.000121754144393072,0.000174258063806201,0.000154176772200977,0.000147327093394322,0.000165458353295571,0.000164095220225591,0.000172549168217424,0.000203347032304399,0.00023657812349089,0.000267565107893849,0.000359727208659212,0.000469501724439376,0.00041079366570856,0.000424405342647346,0.000421221505582653,0.0017482995651918
