pooled,pooled_se,within,within_se,composition,ratio_within,weights_renormalised_over,weight_mass_fitted,verdict
-0.085815533931166,0.0141980411953383,-0.07311141661651224,0.013801912868397813,-0.012704117314653762,0.8519601669687922,"ict,engineering,business_law_social,health_education_care,other",0.994608938547486,HIT HARDER
