"term","pq_2019Q1_x_high_x_young","pq_2019Q2_x_high_x_young","pq_2019Q3_x_high_x_young","pq_2019Q4_x_high_x_young","pq_2020Q1_x_high_x_young","pq_2020Q2_x_high_x_young","pq_2020Q3_x_high_x_young","pq_2020Q4_x_high_x_young","pq_2021Q1_x_high_x_young","pq_2021Q2_x_high_x_young","pq_2021Q3_x_high_x_young","pq_2021Q4_x_high_x_young","pq_2022Q2_x_high_x_young","pq_2022Q3_x_high_x_young","pq_2022Q4_x_high_x_young","pq_2023Q1_x_high_x_young","pq_2023Q2_x_high_x_young","pq_2023Q3_x_high_x_young","pq_2023Q4_x_high_x_young","pq_2024Q1_x_high_x_young","pq_2024Q2_x_high_x_young","pq_2024Q3_x_high_x_young","pq_2024Q4_x_high_x_young","pq_2025Q1_x_high_x_young","pq_2025Q2_x_high_x_young"
"pq_2019Q1_x_high_x_young",0.000251354812273431,0.000254721916063996,0.000273280623755406,0.000218918691319657,0.000150969193135843,0.000158364976351494,0.000156818887189502,0.000140226766532302,5.99843400359866e-05,9.67741011784113e-05,0.00013813000525155,0.00010220433390622,3.2627765411292e-05,8.49014112241348e-05,6.05825575025724e-05,-4.59042830582481e-05,-1.73907335595205e-05,2.0366400062674e-05,-1.45797420632496e-05,-5.86858086292722e-05,-2.55186679679038e-05,1.88346814059977e-05,-3.37992517555636e-05,-5.81810996249831e-05,2.05442394914512e-05
"pq_2019Q2_x_high_x_young",0.000254721916063996,0.000336241520412935,0.000385991517585099,0.000274981441265937,0.000154826744612143,0.000247659021242523,0.000272488367121787,0.000193923092360955,6.20885095748162e-05,0.000154932596140704,0.000244223198743453,0.000143074369624486,9.01786538314304e-05,0.00019397403334583,0.000111106735972107,-5.75962221068429e-05,4.49841686480766e-05,0.00013784300965572,2.75431088224285e-05,-6.09468237776134e-05,2.91990613283001e-05,0.000123462134263609,-1.69548094815922e-05,-9.30144430260142e-05,6.53836051951472e-05
"pq_2019Q3_x_high_x_young",0.000273280623755406,0.000385991517585099,0.000561873459425521,0.000369116432058471,0.000174105057958029,0.000318861828765795,0.000425395520266796,0.000264793135146738,5.94696266564847e-05,0.000200034215370343,0.000398892290601069,0.000222319604664252,0.00013660166195764,0.000343307599394566,0.000185242079993221,-7.78570572092108e-05,7.92250850014994e-05,0.000281561544140342,9.56058509726539e-05,-6.74785450914219e-05,7.09980600207064e-05,0.000267431311447164,3.83023605243724e-05,-0.000123404882879755,8.82038800035043e-05
"pq_2019Q4_x_high_x_young",0.000218918691319657,0.000274981441265937,0.000369116432058471,0.00031089075827848,0.000161810420634562,0.000227270490696039,0.000279195063970786,0.000219512226956676,5.13195754577308e-05,0.000130666452369849,0.000237995495215696,0.000180933578718697,8.71577063180962e-05,0.000205483877818228,0.000161623556775363,-3.29458896285647e-05,5.50168890641694e-05,0.000164639505562873,0.000101655778640546,-3.34461319335837e-05,4.49698532132016e-05,0.000150748324561048,7.15896566337465e-05,-4.70333809565184e-05,7.41214738749559e-05
"pq_2020Q1_x_high_x_young",0.000150969193135843,0.000154826744612143,0.000174105057958029,0.000161810420634562,0.000155646095866307,0.000132081023296261,0.000129240663326348,0.000123651364747917,5.55054179969139e-05,6.92897832896418e-05,8.13932383107337e-05,7.79111797923799e-05,2.16249994132801e-05,5.34554428397221e-05,5.43601855378358e-05,-1.0111713435686e-05,4.22109378804198e-06,2.95539655128308e-05,2.47609748979104e-05,-1.30605190160639e-05,8.26530848281809e-06,3.12804829598033e-05,2.66313540627883e-05,-1.41414412198245e-05,3.26323410656154e-05
"pq_2020Q2_x_high_x_young",0.000158364976351494,0.000247659021242523,0.000318861828765795,0.000227270490696039,0.000132081023296261,0.000308413582756264,0.000308773570695719,0.000198061403660661,6.15138268354558e-05,0.000160084294528501,0.000237899630081036,0.000136003606253968,0.000105292549296128,0.000206528327540869,0.000119220899442466,-3.44752053128379e-05,8.93987210270395e-05,0.000193605195619224,7.8478396433809e-05,-2.07493128352742e-05,8.43331366104137e-05,0.000177010441561916,4.48428984929089e-05,-4.72347591539271e-05,6.56275048002342e-05
"pq_2020Q3_x_high_x_young",0.000156818887189502,0.000272488367121787,0.000425395520266796,0.000279195063970786,0.000129240663326348,0.000308773570695719,0.000441077205392546,0.00025547005945525,6.15131307875443e-05,0.000192693113625124,0.000358668650405176,0.000187307969772309,0.00014182733624857,0.000320768970639165,0.000171066653051394,-4.95413272470422e-05,0.000117849890653246,0.000303705122249002,0.00012373593922994,-2.59895037253192e-05,0.000108531596797815,0.000281496919456648,7.53572666691397e-05,-7.62020462974853e-05,9.57562040770095e-05
"pq_2020Q4_x_high_x_young",0.000140226766532302,0.000193923092360955,0.000264793135146738,0.000219512226956676,0.000123651364747917,0.000198061403660661,0.00025547005945525,0.000218584486532888,6.72117868037509e-05,0.000133893259860421,0.000206431367690919,0.000154674467159424,7.35377551580322e-05,0.000167022268959626,0.000133031500869267,-1.67594551674609e-05,6.29451319270814e-05,0.000152854623228518,9.79674530851265e-05,-1.90449383652126e-05,5.69632740029494e-05,0.000137702800606745,7.48773787566839e-05,-2.71051516820775e-05,7.24686215959488e-05
"pq_2021Q1_x_high_x_young",5.99843400359866e-05,6.20885095748162e-05,5.94696266564847e-05,5.13195754577308e-05,5.55054179969139e-05,6.15138268354558e-05,6.15131307875443e-05,6.72117868037509e-05,8.30307147276433e-05,6.56973709287478e-05,4.91537675538692e-05,2.99373386037134e-05,1.72147687879552e-06,3.86896739121185e-06,1.09935318638752e-06,-1.21588461803215e-05,-4.85255589007013e-06,-5.80813950437545e-06,-1.75410289046712e-05,-2.37385288220515e-05,-1.52422355623221e-05,-1.29316601050343e-05,-1.28371452484995e-05,-2.9425412545215e-05,-1.70050625497671e-05
"pq_2021Q2_x_high_x_young",9.67741011784113e-05,0.000154932596140704,0.000200034215370343,0.000130666452369849,6.92897832896418e-05,0.000160084294528501,0.000192693113625124,0.000133893259860421,6.56973709287478e-05,0.000143996071189065,0.000177277828887745,9.6617970523064e-05,7.12225017932284e-05,0.000125987654599097,6.32098348897882e-05,-3.41675813144603e-05,5.7133049056508e-05,0.00011388391778415,3.42785795963164e-05,-2.46816578663173e-05,4.90877442572635e-05,0.000101049401956833,5.56862546723334e-06,-5.16326640919131e-05,3.24692401573195e-05
